batch,batch_index,type,priority,name,slug,source_id,route,save_folder,filename,dimensions,format,prompt,notes
1,39,afrostream-avatar,520,Amine Nkaity,amine-nkaity,amine-nkaity,/tools/afrostream/creator/amine-nkaity/,/assets/img/afrostream/creators/,amine-nkaity-avatar.webp,400x400,WebP,"Check reference first: https://youtube.com/@AmineNkaity. Backup reference: https://www.google.com/search?tbm=isch&q=Amine%20Nkaity%20MA%20official%20profile%20portrait. Create a close AfroStream cartoon avatar for Amine Nkaity, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: MA; Entertainment, Variety; youtube. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://youtube.com/@AmineNkaity; backup: https://www.google.com/search?tbm=isch&q=Amine%20Nkaity%20MA%20official%20profile%20portrait. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
1,40,afrostream-avatar,520,Hussein and Zeinab,hussein-and-zeinab,hussein-and-zeinab,/tools/afrostream/creator/hussein-and-zeinab/,/assets/img/afrostream/creators/,hussein-and-zeinab-avatar.webp,400x400,WebP,"Check reference first: https://youtube.com/@HusseinandZeinab. Backup reference: https://www.google.com/search?tbm=isch&q=Hussein%20and%20Zeinab%20SN%20official%20profile%20portrait. Create a close AfroStream cartoon avatar for Hussein and Zeinab, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: SN; Entertainment, Music; youtube. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://youtube.com/@HusseinandZeinab; backup: https://www.google.com/search?tbm=isch&q=Hussein%20and%20Zeinab%20SN%20official%20profile%20portrait. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
1,41,afrostream-avatar,520,Kalistus,kalistus,kalistus,/tools/afrostream/creator/kalistus/,/assets/img/afrostream/creators/,kalistus-avatar.webp,400x400,WebP,"Check reference first: https://youtube.com/@Kalistus. Backup reference: https://www.google.com/search?tbm=isch&q=Kalistus%20NG%20official%20profile%20portrait. Create a close AfroStream cartoon avatar for Kalistus, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: NG; Comedy, Skits, Entertainment; youtube. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://youtube.com/@Kalistus; backup: https://www.google.com/search?tbm=isch&q=Kalistus%20NG%20official%20profile%20portrait. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
1,42,afrostream-avatar,520,7liwa,lhiwa,lhiwa,/tools/afrostream/creator/lhiwa/,/assets/img/afrostream/creators/,lhiwa-avatar.webp,400x400,WebP,"Check reference first: https://instagram.com/7liwa. Backup reference: https://youtube.com/@7liwa. Create a close AfroStream cartoon avatar for 7liwa, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: MA; Music, Entertainment; youtube. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://instagram.com/7liwa; backup: https://youtube.com/@7liwa. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
1,43,afrostream-avatar,520,Mthandeni Mahlaba,mthandeni-mahlaba,mthandeni-mahlaba,/tools/afrostream/creator/mthandeni-mahlaba/,/assets/img/afrostream/creators/,mthandeni-mahlaba-avatar.webp,400x400,WebP,"Check reference first: https://instagram.com/mdmsketchcomedy. Backup reference: https://youtube.com/@MDMSketchComedy. Create a close AfroStream cartoon avatar for Mthandeni Mahlaba, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: ZA; Comedy, Entertainment; youtube. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://instagram.com/mdmsketchcomedy; backup: https://youtube.com/@MDMSketchComedy. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
1,44,afrostream-avatar,520,Samri Tube,samri-tube,samri-tube,/tools/afrostream/creator/samri-tube/,/assets/img/afrostream/creators/,samri-tube-avatar.webp,400x400,WebP,"Check reference first: https://instagram.com/samritube. Backup reference: https://youtube.com/@Samrifamily27. Create a close AfroStream cartoon avatar for Samri Tube, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: ET; Comedy, Entertainment; youtube. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://instagram.com/samritube; backup: https://youtube.com/@Samrifamily27. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
1,45,afrostream-avatar,520,Serge Beynaud,serge-beynaud,serge-beynaud,/tools/afrostream/creator/serge-beynaud/,/assets/img/afrostream/creators/,serge-beynaud-avatar.webp,400x400,WebP,"Check reference first: https://instagram.com/sergebeynaud. Backup reference: https://youtube.com/@BeynaudSerge. Create a close AfroStream cartoon avatar for Serge Beynaud, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: CI; Music, Entertainment; youtube. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://instagram.com/sergebeynaud; backup: https://youtube.com/@BeynaudSerge. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
1,46,afrostream-avatar,518,WaJesus Family,wajesus-family,wajesus-family,/tools/afrostream/creator/wajesus-family/,/assets/img/afrostream/creators/,wajesus-family-avatar.webp,400x400,WebP,"Check reference first: https://instagram.com/wajesusfamily. Backup reference: https://youtube.com/@thewajesusfamily. Create a close AfroStream cartoon avatar for WaJesus Family, profile badge or group/channel caricature. Use the online reference to capture recognizable public-profile cues: logo colors, channel vibe, group silhouette, recurring outfit/color cues, and profile composition. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: KE; Lifestyle, Faith, Vlogging; youtube. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://instagram.com/wajesusfamily; backup: https://youtube.com/@thewajesusfamily. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
1,47,afrostream-avatar,518,Winifred Nwania,winifred-nwania,winifred-nwania,/tools/afrostream/creator/winifred-nwania/,/assets/img/afrostream/creators/,winifred-nwania-avatar.webp,400x400,WebP,"Check reference first: https://youtube.com/@WinifredEmmanuel. Backup reference: https://www.google.com/search?tbm=isch&q=Winifred%20Nwania%20NG%20official%20profile%20portrait. Create a close AfroStream cartoon avatar for Winifred Nwania, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: NG; Food, Cooking; youtube. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://youtube.com/@WinifredEmmanuel; backup: https://www.google.com/search?tbm=isch&q=Winifred%20Nwania%20NG%20official%20profile%20portrait. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
1,48,afrostream-avatar,517,Lutte TV,lutte-tv,lutte-tv,/tools/afrostream/creator/lutte-tv/,/assets/img/afrostream/creators/,lutte-tv-avatar.webp,400x400,WebP,"Check reference first: https://youtube.com/@LutteTV. Backup reference: https://www.google.com/search?tbm=isch&q=Lutte%20TV%20SN%20official%20profile%20portrait. Create a close AfroStream cartoon avatar for Lutte TV, profile badge or group/channel caricature. Use the online reference to capture recognizable public-profile cues: logo colors, channel vibe, group silhouette, recurring outfit/color cues, and profile composition. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: SN; Sports, Entertainment; youtube. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://youtube.com/@LutteTV; backup: https://www.google.com/search?tbm=isch&q=Lutte%20TV%20SN%20official%20profile%20portrait. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
1,49,afrostream-avatar,516,Anas Officiel,anas-officiel,anas-officiel,/tools/afrostream/creator/anas-officiel/,/assets/img/afrostream/creators/,anas-officiel-avatar.webp,400x400,WebP,"Check reference first: https://instagram.com/anas_officiel. Backup reference: https://youtube.com/@AnasOfficiel. Create a close AfroStream cartoon avatar for Anas Officiel, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: DZ; Music, Entertainment; youtube. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://instagram.com/anas_officiel; backup: https://youtube.com/@AnasOfficiel. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
1,50,afrostream-avatar,516,Arada Movies,arada-movies,arada-movies,/tools/afrostream/creator/arada-movies/,/assets/img/afrostream/creators/,arada-movies-avatar.webp,400x400,WebP,"Check reference first: https://youtube.com/@AradaMovies. Backup reference: https://www.google.com/search?tbm=isch&q=Arada%20Movies%20ET%20official%20profile%20portrait. Create a close AfroStream cartoon avatar for Arada Movies, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: ET; Entertainment, Comedy; youtube. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://youtube.com/@AradaMovies; backup: https://www.google.com/search?tbm=isch&q=Arada%20Movies%20ET%20official%20profile%20portrait. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
1,51,afrostream-avatar,516,Ariel Sheney,ariel-sheney,ariel-sheney,/tools/afrostream/creator/ariel-sheney/,/assets/img/afrostream/creators/,ariel-sheney-avatar.webp,400x400,WebP,"Check reference first: https://instagram.com/arielsheney. Backup reference: https://youtube.com/@arielsheney2372. Create a close AfroStream cartoon avatar for Ariel Sheney, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: CI; Music, Entertainment; youtube. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://instagram.com/arielsheney; backup: https://youtube.com/@arielsheney2372. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
1,52,afrostream-avatar,516,Christina Shusho,christina-shusho,christina-shusho,/tools/afrostream/creator/christina-shusho/,/assets/img/afrostream/creators/,christina-shusho-avatar.webp,400x400,WebP,"Check reference first: https://youtube.com/@cshusho. Backup reference: https://www.google.com/search?tbm=isch&q=Christina%20Shusho%20TZ%20official%20profile%20portrait. Create a close AfroStream cartoon avatar for Christina Shusho, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: TZ; Music, Faith; youtube. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://youtube.com/@cshusho; backup: https://www.google.com/search?tbm=isch&q=Christina%20Shusho%20TZ%20official%20profile%20portrait. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
1,53,afrostream-avatar,516,DJ Arafat,dj-arafat-legacy,dj-arafat-legacy,/tools/afrostream/creator/dj-arafat-legacy/,/assets/img/afrostream/creators/,dj-arafat-legacy-avatar.webp,400x400,WebP,"Check reference first: https://youtube.com/@DjArafatOfficial. Backup reference: https://www.google.com/search?tbm=isch&q=DJ%20Arafat%20CI%20official%20profile%20portrait. Create a close AfroStream cartoon avatar for DJ Arafat, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: CI; Music, Dance, Entertainment; youtube. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://youtube.com/@DjArafatOfficial; backup: https://www.google.com/search?tbm=isch&q=DJ%20Arafat%20CI%20official%20profile%20portrait. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
1,54,afrostream-avatar,516,Ferre Gola,ferre-gola,ferre-gola,/tools/afrostream/creator/ferre-gola/,/assets/img/afrostream/creators/,ferre-gola-avatar.webp,400x400,WebP,"Check reference first: https://instagram.com/ferregola. Backup reference: https://youtube.com/@FerreGolaMusic. Create a close AfroStream cartoon avatar for Ferre Gola, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: CD; Music, Entertainment; youtube. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://instagram.com/ferregola; backup: https://youtube.com/@FerreGolaMusic. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
1,55,afrostream-avatar,516,Frida Choco Bronze,frida-choco-bronze,frida-choco-bronze,/tools/afrostream/creator/frida-choco-bronze/,/assets/img/afrostream/creators/,frida-choco-bronze-avatar.webp,400x400,WebP,"Check reference first: https://instagram.com/fridachocobronze. Backup reference: https://tiktok.com/@fridachocobronze. Create a close AfroStream cartoon avatar for Frida Choco Bronze, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: CM; Comedy, Dance, Cooking; tiktok. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://instagram.com/fridachocobronze; backup: https://tiktok.com/@fridachocobronze. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
1,56,afrostream-avatar,516,Isbae U,isbae-u,isbae-u,/tools/afrostream/creator/isbae-u/,/assets/img/afrostream/creators/,isbae-u-avatar.webp,400x400,WebP,"Check reference first: https://instagram.com/isbaeu. Backup reference: https://youtube.com/@isbae_u. Create a close AfroStream cartoon avatar for Isbae U, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: NG; Comedy, Entertainment; youtube. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://instagram.com/isbaeu; backup: https://youtube.com/@isbae_u. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
1,57,afrostream-avatar,516,Krimo Iifar,krimo-iifar,krimo-iifar,/tools/afrostream/creator/krimo-iifar/,/assets/img/afrostream/creators/,krimo-iifar-avatar.webp,400x400,WebP,"Check reference first: https://instagram.com/krimoiifar. Backup reference: https://youtube.com/@KrimoIifar. Create a close AfroStream cartoon avatar for Krimo Iifar, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: MA; Comedy, Entertainment; youtube. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://instagram.com/krimoiifar; backup: https://youtube.com/@KrimoIifar. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
1,58,afrostream-avatar,516,Kwadwo Sheldon,kwadwo-sheldon,kwadwo-sheldon,/tools/afrostream/creator/kwadwo-sheldon/,/assets/img/afrostream/creators/,kwadwo-sheldon-avatar.webp,400x400,WebP,"Check reference first: https://instagram.com/kwadwosheldon. Backup reference: https://youtube.com/@KwadwoSheldon. Create a close AfroStream cartoon avatar for Kwadwo Sheldon, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: GH; Entertainment, Reaction, Comedy; youtube. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://instagram.com/kwadwosheldon; backup: https://youtube.com/@KwadwoSheldon. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
1,59,afrostream-avatar,516,Nasty C,nasty-c,nasty-c,/tools/afrostream/creator/nasty-c/,/assets/img/afrostream/creators/,nasty-c-avatar.webp,400x400,WebP,"Check reference first: https://instagram.com/nasty_csa. Backup reference: https://youtube.com/@nastyc. Create a close AfroStream cartoon avatar for Nasty C, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: ZA; Music, Entertainment; youtube. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://instagram.com/nasty_csa; backup: https://youtube.com/@nastyc. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
1,60,afrostream-avatar,516,Sara El Fadili,sara-el-fadili,sara-el-fadili,/tools/afrostream/creator/sara-el-fadili/,/assets/img/afrostream/creators/,sara-el-fadili-avatar.webp,400x400,WebP,"Check reference first: https://instagram.com/saraelfadili. Backup reference: https://youtube.com/@SaraElFadili. Create a close AfroStream cartoon avatar for Sara El Fadili, single-person caricature portrait. Use the online reference to capture recognizable public-profile cues: face shape, hairstyle, facial hair, glasses, skin tone, signature outfit colors, posture, and profile-photo vibe. Keep it a hand-drawn doodle/sketch avatar with soft pastel fills and clean black outline, not photorealistic and not a traced copy of one photo. Context: MA; Comedy, Entertainment; youtube. Centered 400x400 head-and-shoulders or badge-safe crop, expressive, no readable text, no platform UI, no exact logos.","Online reference required before generation. Primary reference: https://instagram.com/saraelfadili; backup: https://youtube.com/@SaraElFadili. Use close cartoon/sketch resemblance from visible cues, no photorealistic copy, no platform UI. Closer avatar prompt: cartoon/sketch caricature with recognizable public-persona cues, avoiding single-photo copying, logos, and photorealism."
1,61,car-hero,423,Honda Civic 2004,honda-civic-2004,honda-civic-2004,/cars/vehicle/honda-civic-2004/,/assets/img/cars/honda/civic/2004/,honda-civic-2004-hero.jpg,800x500,JPG,"Create a clean catalogue-style vehicle hero image for a Honda Civic 2004. Three-quarter front view, realistic lighting, neutral urban or driveway background, no license plate text, no dealership branding, no logo emphasis, 16:10 crop.",Carry-forward from next-critical-images-2026-06-11-next-300.csv. Car detail hero and listing thumbnail. Body type=sedan.
1,62,car-hero,421,Honda CR-V 2010,honda-cr-v-2010,honda-cr-v-2010,/cars/vehicle/honda-cr-v-2010/,/assets/img/cars/honda/cr-v/2010/,honda-cr-v-2010-hero.jpg,800x500,JPG,"Create a clean catalogue-style vehicle hero image for a Honda CR-V 2010. Three-quarter front view, realistic lighting, neutral urban or driveway background, no license plate text, no dealership branding, no logo emphasis, 16:10 crop.",Carry-forward from next-critical-images-2026-06-11-next-300.csv. Car detail hero and listing thumbnail. Body type=suv.
1,63,car-hero,418,Honda HR-V / Vezel 2016,honda-hr-v-vezel-2016,honda-hr-v-vezel-2016,/cars/vehicle/honda-hr-v-vezel-2016/,/assets/img/cars/honda/hr-v-vezel/2016/,honda-hr-v-vezel-2016-hero.jpg,800x500,JPG,"Create a clean catalogue-style vehicle hero image for a Honda HR-V / Vezel 2016. Three-quarter front view, realistic lighting, neutral urban or driveway background, no license plate text, no dealership branding, no logo emphasis, 16:10 crop.",Carry-forward from next-critical-images-2026-06-11-next-300.csv. Car detail hero and listing thumbnail. Body type=suv.
1,64,car-hero,414,Hyundai Elantra 2013,hyundai-elantra-2013,hyundai-elantra-2013,/cars/vehicle/hyundai-elantra-2013/,/assets/img/cars/hyundai/elantra/2013/,hyundai-elantra-2013-hero.jpg,800x500,JPG,"Create a clean catalogue-style vehicle hero image for a Hyundai Elantra 2013. Three-quarter front view, realistic lighting, neutral urban or driveway background, no license plate text, no dealership branding, no logo emphasis, 16:10 crop.",Carry-forward from next-critical-images-2026-06-11-next-300.csv. Car detail hero and listing thumbnail. Body type=sedan.
1,65,kitchen-recipe,440,Calulu de Peixe - Finished dish hero,calulu-de-peixe-ao,calulu-de-peixe-ao,/tools/afrokitchen/recipes/calulu-de-peixe-ao/,/assets/img/kitchen/,calulu-de-peixe-ao.webp,800x600,WebP,"Finished Calulu de Peixe, a Angola stew, plated finished dish in warm natural light, inspectable texture, no text, no logos. No text, no logos, natural food texture, realistic, 4:3 crop.",Carry-forward from next-critical-images-2026-06-11-next-300.csv. AfroKitchen hero asset. Country=Angola.
1,66,kitchen-recipe,440,Poulet DG - Finished dish hero,poulet-dg-cm,poulet-dg-cm,/tools/afrokitchen/recipes/poulet-dg-cm/,/assets/img/kitchen/,poulet-dg-cm.webp,800x600,WebP,"Finished Poulet DG, a Cameroon main, plated finished dish in warm natural light, inspectable texture, no text, no logos. No text, no logos, natural food texture, realistic, 4:3 crop.",Carry-forward from next-critical-images-2026-06-11-next-300.csv. AfroKitchen hero asset. Country=Cameroon.
1,67,kitchen-recipe,440,Ginger Juice - Finished dish hero,ginger-juice-cf,ginger-juice-cf,/tools/afrokitchen/recipes/ginger-juice-cf/,/assets/img/kitchen/,ginger-juice-cf.webp,800x600,WebP,"Finished Ginger Juice, a Central African Republic beverage, plated finished dish in warm natural light, inspectable texture, no text, no logos. No text, no logos, natural food texture, realistic, 4:3 crop.",Carry-forward from next-critical-images-2026-06-11-next-300.csv. AfroKitchen hero asset. Country=Central African Republic.
1,68,kitchen-recipe,440,Koko Cassava Leaves - Finished dish hero,koko-cassava-leaves-cf,koko-cassava-leaves-cf,/tools/afrokitchen/recipes/koko-cassava-leaves-cf/,/assets/img/kitchen/,koko-cassava-leaves-cf.webp,800x600,WebP,"Finished Koko Cassava Leaves, a Central African Republic stew, plated finished dish in warm natural light, inspectable texture, no text, no logos. No text, no logos, natural food texture, realistic, 4:3 crop.",Carry-forward from next-critical-images-2026-06-11-next-300.csv. AfroKitchen hero asset. Country=Central African Republic.
