batch,batch_index,type,priority,name,slug,source_id,route,save_folder,filename,dimensions,format,prompt,notes
1,80,tool-card,186,Mauritania Irrigation Calculator,irrigation-mauritania,irrigation-mauritania,/agriculture/irrigation/mauritania,/assets/img/tools/,irrigation-mauritania.webp,800x450,WebP,"Create an AfroTools web-card banner for Mauritania Irrigation Calculator. watercolor wash with crisp ink linework. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,81,tool-card,186,Mauritius Irrigation Calculator,irrigation-mauritius,irrigation-mauritius,/agriculture/irrigation/mauritius,/assets/img/tools/,irrigation-mauritius.webp,800x450,WebP,"Create an AfroTools web-card banner for Mauritius Irrigation Calculator. watercolor wash with crisp ink linework. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,82,tool-card,186,Namibia Irrigation Calculator,irrigation-namibia,irrigation-namibia,/agriculture/irrigation/namibia,/assets/img/tools/,irrigation-namibia.webp,800x450,WebP,"Create an AfroTools web-card banner for Namibia Irrigation Calculator. simple doodle with soft pastel fills and clean black outline. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,83,tool-card,186,Sao Tome & Principe Irrigation Calculator,irrigation-sao-tome-and-principe,irrigation-sao-tome-and-principe,/agriculture/irrigation/sao-tome-and-principe,/assets/img/tools/,irrigation-sao-tome-and-principe.webp,800x450,WebP,"Create an AfroTools web-card banner for Sao Tome & Principe Irrigation Calculator. modern dashboard abstraction with practical UI objects. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,84,tool-card,186,Seychelles Irrigation Calculator,irrigation-seychelles,irrigation-seychelles,/agriculture/irrigation/seychelles,/assets/img/tools/,irrigation-seychelles.webp,800x450,WebP,"Create an AfroTools web-card banner for Seychelles Irrigation Calculator. watercolor wash with crisp ink linework. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,85,tool-card,186,Sierra Leone Irrigation Calculator,irrigation-sierra-leone,irrigation-sierra-leone,/agriculture/irrigation/sierra-leone,/assets/img/tools/,irrigation-sierra-leone.webp,800x450,WebP,"Create an AfroTools web-card banner for Sierra Leone Irrigation Calculator. flat paper texture illustration with gentle shadows. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,86,tool-card,186,South Sudan Irrigation Calculator,irrigation-south-sudan,irrigation-south-sudan,/agriculture/irrigation/south-sudan,/assets/img/tools/,irrigation-south-sudan.webp,800x450,WebP,"Create an AfroTools web-card banner for South Sudan Irrigation Calculator. bold vector icon-poster with muted African color accents. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,87,tool-card,186,Togo Irrigation Calculator,irrigation-togo,irrigation-togo,/agriculture/irrigation/togo,/assets/img/tools/,irrigation-togo.webp,800x450,WebP,"Create an AfroTools web-card banner for Togo Irrigation Calculator. simple doodle with soft pastel fills and clean black outline. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,88,tool-card,186,Tunisia Irrigation Calculator,irrigation-tunisia,irrigation-tunisia,/agriculture/irrigation/tunisia,/assets/img/tools/,irrigation-tunisia.webp,800x450,WebP,"Create an AfroTools web-card banner for Tunisia Irrigation Calculator. isometric app workspace with small realistic tools. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,89,tool-card,185,Benin Farm Worker Payroll Calculator,farm-payroll-benin,farm-payroll-benin,/agriculture/farm-payroll/benin,/assets/img/tools/,farm-payroll-benin.webp,800x450,WebP,"Create an AfroTools web-card banner for Benin Farm Worker Payroll Calculator. soft 3D clay still life with rounded objects. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,90,tool-card,185,Gabon Farm Worker Payroll Calculator,farm-payroll-gabon,farm-payroll-gabon,/agriculture/farm-payroll/gabon,/assets/img/tools/,farm-payroll-gabon.webp,800x450,WebP,"Create an AfroTools web-card banner for Gabon Farm Worker Payroll Calculator. simple doodle with soft pastel fills and clean black outline. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,91,tool-card,185,Cabo Verde Farm Profit Calculator,farm-profit-cabo-verde,farm-profit-cabo-verde,/agriculture/farm-profit/cabo-verde,/assets/img/tools/,farm-profit-cabo-verde.webp,800x450,WebP,"Create an AfroTools web-card banner for Cabo Verde Farm Profit Calculator. bold vector icon-poster with muted African color accents. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,92,tool-card,185,Central African Republic Farm Profit Calculator,farm-profit-central-african-republic,farm-profit-central-african-republic,/agriculture/farm-profit/central-african-republic,/assets/img/tools/,farm-profit-central-african-republic.webp,800x450,WebP,"Create an AfroTools web-card banner for Central African Republic Farm Profit Calculator. flat paper texture illustration with gentle shadows. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,93,tool-card,185,Comoros Farm Profit Calculator,farm-profit-comoros,farm-profit-comoros,/agriculture/farm-profit/comoros,/assets/img/tools/,farm-profit-comoros.webp,800x450,WebP,"Create an AfroTools web-card banner for Comoros Farm Profit Calculator. simple doodle with soft pastel fills and clean black outline. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,94,tool-card,185,Eritrea Farm Profit Calculator,farm-profit-eritrea,farm-profit-eritrea,/agriculture/farm-profit/eritrea,/assets/img/tools/,farm-profit-eritrea.webp,800x450,WebP,"Create an AfroTools web-card banner for Eritrea Farm Profit Calculator. isometric app workspace with small realistic tools. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,95,tool-card,185,Eswatini Farm Profit Calculator,farm-profit-eswatini,farm-profit-eswatini,/agriculture/farm-profit/eswatini,/assets/img/tools/,farm-profit-eswatini.webp,800x450,WebP,"Create an AfroTools web-card banner for Eswatini Farm Profit Calculator. isometric app workspace with small realistic tools. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,96,tool-card,185,Gabon Farm Profit Calculator,farm-profit-gabon,farm-profit-gabon,/agriculture/farm-profit/gabon,/assets/img/tools/,farm-profit-gabon.webp,800x450,WebP,"Create an AfroTools web-card banner for Gabon Farm Profit Calculator. modern dashboard abstraction with practical UI objects. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,97,tool-card,185,Gambia Farm Profit Calculator,farm-profit-gambia,farm-profit-gambia,/agriculture/farm-profit/gambia,/assets/img/tools/,farm-profit-gambia.webp,800x450,WebP,"Create an AfroTools web-card banner for Gambia Farm Profit Calculator. flat paper texture illustration with gentle shadows. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,98,tool-card,185,Guinea-Bissau Farm Profit Calculator,farm-profit-guinea-bissau,farm-profit-guinea-bissau,/agriculture/farm-profit/guinea-bissau,/assets/img/tools/,farm-profit-guinea-bissau.webp,800x450,WebP,"Create an AfroTools web-card banner for Guinea-Bissau Farm Profit Calculator. soft 3D clay still life with rounded objects. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,99,tool-card,185,Lesotho Farm Profit Calculator,farm-profit-lesotho,farm-profit-lesotho,/agriculture/farm-profit/lesotho,/assets/img/tools/,farm-profit-lesotho.webp,800x450,WebP,"Create an AfroTools web-card banner for Lesotho Farm Profit Calculator. bold vector icon-poster with muted African color accents. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,100,tool-card,185,Mauritania Farm Profit Calculator,farm-profit-mauritania,farm-profit-mauritania,/agriculture/farm-profit/mauritania,/assets/img/tools/,farm-profit-mauritania.webp,800x450,WebP,"Create an AfroTools web-card banner for Mauritania Farm Profit Calculator. soft 3D clay still life with rounded objects. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,101,tool-card,185,South Sudan Farm Profit Calculator,farm-profit-south-sudan,farm-profit-south-sudan,/agriculture/farm-profit/south-sudan,/assets/img/tools/,farm-profit-south-sudan.webp,800x450,WebP,"Create an AfroTools web-card banner for South Sudan Farm Profit Calculator. flat paper texture illustration with gentle shadows. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,102,tool-card,184,Mauritius Farm Worker Payroll Calculator,farm-payroll-mauritius,farm-payroll-mauritius,/agriculture/farm-payroll/mauritius,/assets/img/tools/,farm-payroll-mauritius.webp,800x450,WebP,"Create an AfroTools web-card banner for Mauritius Farm Worker Payroll Calculator. simple doodle with soft pastel fills and clean black outline. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,103,tool-card,184,Togo Farm Worker Payroll Calculator,farm-payroll-togo,farm-payroll-togo,/agriculture/farm-payroll/togo,/assets/img/tools/,farm-payroll-togo.webp,800x450,WebP,"Create an AfroTools web-card banner for Togo Farm Worker Payroll Calculator. calm editorial desk scene with warm natural light. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,104,tool-card,183,Guinea Farm Worker Payroll Calculator,farm-payroll-guinea,farm-payroll-guinea,/agriculture/farm-payroll/guinea,/assets/img/tools/,farm-payroll-guinea.webp,800x450,WebP,"Create an AfroTools web-card banner for Guinea Farm Worker Payroll Calculator. bold vector icon-poster with muted African color accents. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,105,tool-card,183,Namibia Farm Worker Payroll Calculator,farm-payroll-namibia,farm-payroll-namibia,/agriculture/farm-payroll/namibia,/assets/img/tools/,farm-payroll-namibia.webp,800x450,WebP,"Create an AfroTools web-card banner for Namibia Farm Worker Payroll Calculator. isometric app workspace with small realistic tools. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,106,tool-card,183,Niger Farm Worker Payroll Calculator,farm-payroll-niger,farm-payroll-niger,/agriculture/farm-payroll/niger,/assets/img/tools/,farm-payroll-niger.webp,800x450,WebP,"Create an AfroTools web-card banner for Niger Farm Worker Payroll Calculator. calm editorial desk scene with warm natural light. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,107,tool-card,183,Djibouti Farm Profit Calculator,farm-profit-djibouti,farm-profit-djibouti,/agriculture/farm-profit/djibouti,/assets/img/tools/,farm-profit-djibouti.webp,800x450,WebP,"Create an AfroTools web-card banner for Djibouti Farm Profit Calculator. bold vector icon-poster with muted African color accents. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,108,tool-card,183,Equatorial Guinea Farm Profit Calculator,farm-profit-equatorial-guinea,farm-profit-equatorial-guinea,/agriculture/farm-profit/equatorial-guinea,/assets/img/tools/,farm-profit-equatorial-guinea.webp,800x450,WebP,"Create an AfroTools web-card banner for Equatorial Guinea Farm Profit Calculator. clean realistic workspace photo style with shallow depth. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,109,tool-card,183,Sao Tome Farm Profit Calculator,farm-profit-sao-tome-and-principe,farm-profit-sao-tome-and-principe,/agriculture/farm-profit/sao-tome-and-principe,/assets/img/tools/,farm-profit-sao-tome-and-principe.webp,800x450,WebP,"Create an AfroTools web-card banner for Sao Tome Farm Profit Calculator. simple doodle with soft pastel fills and clean black outline. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,110,tool-card,183,Seychelles Farm Profit Calculator,farm-profit-seychelles,farm-profit-seychelles,/agriculture/farm-profit/seychelles,/assets/img/tools/,farm-profit-seychelles.webp,800x450,WebP,"Create an AfroTools web-card banner for Seychelles Farm Profit Calculator. clean realistic workspace photo style with shallow depth. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,111,tool-card,182,Botswana Farm Worker Payroll Calculator,farm-payroll-botswana,farm-payroll-botswana,/agriculture/farm-payroll/botswana,/assets/img/tools/,farm-payroll-botswana.webp,800x450,WebP,"Create an AfroTools web-card banner for Botswana Farm Worker Payroll Calculator. bold vector icon-poster with muted African color accents. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,112,tool-card,181,Burundi Farm Worker Payroll Calculator,farm-payroll-burundi,farm-payroll-burundi,/agriculture/farm-payroll/burundi,/assets/img/tools/,farm-payroll-burundi.webp,800x450,WebP,"Create an AfroTools web-card banner for Burundi Farm Worker Payroll Calculator. simple doodle with soft pastel fills and clean black outline. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,113,tool-card,181,Congo Farm Worker Payroll Calculator,farm-payroll-congo-brazzaville,farm-payroll-congo-brazzaville,/agriculture/farm-payroll/congo-brazzaville,/assets/img/tools/,farm-payroll-congo-brazzaville.webp,800x450,WebP,"Create an AfroTools web-card banner for Congo Farm Worker Payroll Calculator. simple doodle with soft pastel fills and clean black outline. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,114,tool-card,181,Sierra Leone Farm Worker Payroll Calculator,farm-payroll-sierra-leone,farm-payroll-sierra-leone,/agriculture/farm-payroll/sierra-leone,/assets/img/tools/,farm-payroll-sierra-leone.webp,800x450,WebP,"Create an AfroTools web-card banner for Sierra Leone Farm Worker Payroll Calculator. tactile cut-paper collage with clean layered shapes. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,115,tool-card,180,Chad Farm Worker Payroll Calculator,farm-payroll-chad,farm-payroll-chad,/agriculture/farm-payroll/chad,/assets/img/tools/,farm-payroll-chad.webp,800x450,WebP,"Create an AfroTools web-card banner for Chad Farm Worker Payroll Calculator. modern dashboard abstraction with practical UI objects. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,116,tool-card,180,Eswatini Farm Worker Payroll Calculator,farm-payroll-eswatini,farm-payroll-eswatini,/agriculture/farm-payroll/eswatini,/assets/img/tools/,farm-payroll-eswatini.webp,800x450,WebP,"Create an AfroTools web-card banner for Eswatini Farm Worker Payroll Calculator. flat paper texture illustration with gentle shadows. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,117,tool-card,180,Liberia Farm Worker Payroll Calculator,farm-payroll-liberia,farm-payroll-liberia,/agriculture/farm-payroll/liberia,/assets/img/tools/,farm-payroll-liberia.webp,800x450,WebP,"Create an AfroTools web-card banner for Liberia Farm Worker Payroll Calculator. soft 3D clay still life with rounded objects. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,118,tool-card,179,Lesotho Farm Worker Payroll Calculator,farm-payroll-lesotho,farm-payroll-lesotho,/agriculture/farm-payroll/lesotho,/assets/img/tools/,farm-payroll-lesotho.webp,800x450,WebP,"Create an AfroTools web-card banner for Lesotho Farm Worker Payroll Calculator. modern dashboard abstraction with practical UI objects. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,119,tool-card,179,Libya Farm Worker Payroll Calculator,farm-payroll-libya,farm-payroll-libya,/agriculture/farm-payroll/libya,/assets/img/tools/,farm-payroll-libya.webp,800x450,WebP,"Create an AfroTools web-card banner for Libya Farm Worker Payroll Calculator. simple doodle with soft pastel fills and clean black outline. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,120,tool-card,179,Sudan Farm Worker Payroll Calculator,farm-payroll-sudan,farm-payroll-sudan,/agriculture/farm-payroll/sudan,/assets/img/tools/,farm-payroll-sudan.webp,800x450,WebP,"Create an AfroTools web-card banner for Sudan Farm Worker Payroll Calculator. simple doodle with soft pastel fills and clean black outline. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,121,tool-card,178,Cabo Verde Farm Worker Payroll Calculator,farm-payroll-cabo-verde,farm-payroll-cabo-verde,/agriculture/farm-payroll/cabo-verde,/assets/img/tools/,farm-payroll-cabo-verde.webp,800x450,WebP,"Create an AfroTools web-card banner for Cabo Verde Farm Worker Payroll Calculator. clean realistic workspace photo style with shallow depth. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,122,tool-card,178,Gambia Farm Worker Payroll Calculator,farm-payroll-gambia,farm-payroll-gambia,/agriculture/farm-payroll/gambia,/assets/img/tools/,farm-payroll-gambia.webp,800x450,WebP,"Create an AfroTools web-card banner for Gambia Farm Worker Payroll Calculator. simple doodle with soft pastel fills and clean black outline. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,123,tool-card,177,Central African Republic Farm Worker Payroll Calculator,farm-payroll-central-african-republic,farm-payroll-central-african-republic,/agriculture/farm-payroll/central-african-republic,/assets/img/tools/,farm-payroll-central-african-republic.webp,800x450,WebP,"Create an AfroTools web-card banner for Central African Republic Farm Worker Payroll Calculator. bold vector icon-poster with muted African color accents. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,124,tool-card,177,Equatorial Guinea Farm Worker Payroll Calculator,farm-payroll-equatorial-guinea,farm-payroll-equatorial-guinea,/agriculture/farm-payroll/equatorial-guinea,/assets/img/tools/,farm-payroll-equatorial-guinea.webp,800x450,WebP,"Create an AfroTools web-card banner for Equatorial Guinea Farm Worker Payroll Calculator. bold vector icon-poster with muted African color accents. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,125,tool-card,177,Guinea-Bissau Farm Worker Payroll Calculator,farm-payroll-guinea-bissau,farm-payroll-guinea-bissau,/agriculture/farm-payroll/guinea-bissau,/assets/img/tools/,farm-payroll-guinea-bissau.webp,800x450,WebP,"Create an AfroTools web-card banner for Guinea-Bissau Farm Worker Payroll Calculator. simple doodle with soft pastel fills and clean black outline. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,126,tool-card,177,Mauritania Farm Worker Payroll Calculator,farm-payroll-mauritania,farm-payroll-mauritania,/agriculture/farm-payroll/mauritania,/assets/img/tools/,farm-payroll-mauritania.webp,800x450,WebP,"Create an AfroTools web-card banner for Mauritania Farm Worker Payroll Calculator. watercolor wash with crisp ink linework. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,127,tool-card,176,Comoros Farm Worker Payroll Calculator,farm-payroll-comoros,farm-payroll-comoros,/agriculture/farm-payroll/comoros,/assets/img/tools/,farm-payroll-comoros.webp,800x450,WebP,"Create an AfroTools web-card banner for Comoros Farm Worker Payroll Calculator. clean realistic workspace photo style with shallow depth. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,128,tool-card,176,Djibouti Farm Worker Payroll Calculator,farm-payroll-djibouti,farm-payroll-djibouti,/agriculture/farm-payroll/djibouti,/assets/img/tools/,farm-payroll-djibouti.webp,800x450,WebP,"Create an AfroTools web-card banner for Djibouti Farm Worker Payroll Calculator. modern dashboard abstraction with practical UI objects. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,129,tool-card,176,Eritrea Farm Worker Payroll Calculator,farm-payroll-eritrea,farm-payroll-eritrea,/agriculture/farm-payroll/eritrea,/assets/img/tools/,farm-payroll-eritrea.webp,800x450,WebP,"Create an AfroTools web-card banner for Eritrea Farm Worker Payroll Calculator. clean realistic workspace photo style with shallow depth. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,130,tool-card,176,Seychelles Farm Worker Payroll Calculator,farm-payroll-seychelles,farm-payroll-seychelles,/agriculture/farm-payroll/seychelles,/assets/img/tools/,farm-payroll-seychelles.webp,800x450,WebP,"Create an AfroTools web-card banner for Seychelles Farm Worker Payroll Calculator. simple doodle with soft pastel fills and clean black outline. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
