batch_index,type,priority,name,slug,source_id,route,save_folder,filename,dimensions,format,prompt,notes
65,tool-card,50,Foreign Company Registration Guide - 16 African Countries,foreign-company-reg,foreign-company-reg,/tools/foreign-company-reg/,/assets/img/tools/,foreign-company-reg.webp,800x450,WebP,"Create an AfroTools web-card banner for Foreign Company Registration Guide - 16 African Countries. modern dashboard abstraction. Show documents, checklist, signature pen, business folder. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=legal; tier=T3.
66,tool-card,50,Freelance Contract Generator for Africa,freelance-contract,freelance-contract,/tools/freelance-contract/,/assets/img/tools/,freelance-contract.webp,800x450,WebP,"Create an AfroTools web-card banner for Freelance Contract Generator for Africa. clean editorial desk scene, warm light. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=small-business; tier=T3.
67,tool-card,50,Freelancer Rate Card - All 15 African Countries,freelancer-rate,freelancer-rate,/tools/freelancer-rate/,/assets/img/tools/,freelancer-rate.webp,800x450,WebP,"Create an AfroTools web-card banner for Freelancer Rate Card - All 15 African Countries. flat paper texture illustration. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=small-business; tier=T3.
68,tool-card,50,GDPR vs African Data Protection Laws Comparison 2024,gdpr-vs-africa,gdpr-vs-africa,/tools/gdpr-vs-africa/,/assets/img/tools/,gdpr-vs-africa.webp,800x450,WebP,"Create an AfroTools web-card banner for GDPR vs African Data Protection Laws Comparison 2024. soft 3D clay still life. Show documents, checklist, signature pen, business folder. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=legal; tier=T3.
69,tool-card,50,Graphic Design Pricing Calculator - Africa,graphic-design-pricing,graphic-design-pricing,/tools/graphic-design-pricing/,/assets/img/tools/,graphic-design-pricing.webp,800x450,WebP,"Create an AfroTools web-card banner for Graphic Design Pricing Calculator - Africa. modern dashboard abstraction. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=small-business; tier=T3.
70,tool-card,50,Gratuity & Severance Calculator - All 54 African Countries,gratuity-calculator,gratuity-calculator,/tools/gratuity-calculator/,/assets/img/tools/,gratuity-calculator.webp,800x450,WebP,"Create an AfroTools web-card banner for Gratuity & Severance Calculator - All 54 African Countries. calm realistic workspace photo style. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=hr-payroll; tier=T3.
71,tool-card,50,Guard Service Cost Comparator - Africa,guard-service-cost,guard-service-cost,/tools/guard-service-cost/,/assets/img/tools/,guard-service-cost.webp,800x450,WebP,"Create an AfroTools web-card banner for Guard Service Cost Comparator - Africa. soft 3D clay still life. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=small-business; tier=T3.
72,tool-card,50,Halal Business Compliance Checker - Africa,halal-compliance,halal-compliance,/tools/halal-compliance/,/assets/img/tools/,halal-compliance.webp,800x450,WebP,"Create an AfroTools web-card banner for Halal Business Compliance Checker - Africa. modern dashboard abstraction. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=religious-cultural; tier=T3.
73,tool-card,50,Home Security Cost Estimator - Africa,home-security-cost,home-security-cost,/tools/home-security-cost/,/assets/img/tools/,home-security-cost.webp,800x450,WebP,"Create an AfroTools web-card banner for Home Security Cost Estimator - Africa. clean editorial desk scene, warm light. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=security; tier=T3.
74,tool-card,50,Hosting Cost Comparator for African Developers,hosting-compare,hosting-compare,/tools/hosting-compare/,/assets/img/tools/,hosting-compare.webp,800x450,WebP,"Create an AfroTools web-card banner for Hosting Cost Comparator for African Developers. minimal geometric objects with tactile paper grain. Show abstract code blocks, browser window, API cards. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=developer; tier=T3.
75,tool-card,50,"Hotel Star Rating Price Guide Africa - Lagos, Nairobi, Accra",hotel-star-guide,hotel-star-guide,/tools/hotel-star-guide/,/assets/img/tools/,hotel-star-guide.webp,800x450,WebP,"Create an AfroTools web-card banner for Hotel Star Rating Price Guide Africa - Lagos, Nairobi, Accra. watercolor wash with ink line. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=travel-tourism; tier=T3.
76,tool-card,50,"Immigration Points Calculator - Canada CRS, Australia Points, UK Skilled Worker",immigration-points,immigration-points,/tools/immigration-points/,/assets/img/tools/,immigration-points.webp,800x450,WebP,"Create an AfroTools web-card banner for Immigration Points Calculator - Canada CRS, Australia Points, UK Skilled Worker. clean editorial desk scene, warm light. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=diaspora; tier=T3.
77,tool-card,50,Influencer Rate Card Generator - Africa,influencer-rate,influencer-rate,/tools/influencer-rate/,/assets/img/tools/,influencer-rate.webp,800x450,WebP,"Create an AfroTools web-card banner for Influencer Rate Card Generator - Africa. watercolor wash with ink line. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=small-business; tier=T3.
78,tool-card,50,Inheritance Tax Calculator Africa 2026 - Estate & Death Duty,inheritance-tax,inheritance-tax,/tools/inheritance-tax/,/assets/img/tools/,inheritance-tax.webp,800x450,WebP,"Create an AfroTools web-card banner for Inheritance Tax Calculator Africa 2026 - Estate & Death Duty. watercolor wash with ink line. Show documents, checklist, signature pen, business folder. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=legal; tier=T3.
79,tool-card,50,Insurance Fraud Red Flag Checker - Africa,insurance-fraud-checker,insurance-fraud-checker,/tools/insurance-fraud-checker/,/assets/img/tools/,insurance-fraud-checker.webp,800x450,WebP,"Create an AfroTools web-card banner for Insurance Fraud Red Flag Checker - Africa. watercolor wash with ink line. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=insurance; tier=T3.
80,tool-card,50,Interview Preparation Checklist for Africa - By Company Type & Role,interview-prep,interview-prep,/tools/interview-prep/,/assets/img/tools/,interview-prep.webp,800x450,WebP,"Create an AfroTools web-card banner for Interview Preparation Checklist for Africa - By Company Type & Role. modern dashboard abstraction. Show study desk, notebook, calculator, exam planning sheet. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=education; tier=T3.
81,tool-card,50,Invoice Factoring Calculator - Africa,invoice-factoring,invoice-factoring,/tools/invoice-factoring/,/assets/img/tools/,invoice-factoring.webp,800x450,WebP,"Create an AfroTools web-card banner for Invoice Factoring Calculator - Africa. calm realistic workspace photo style. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=fintech; tier=T3.
82,tool-card,50,IP Protection Guide - Intellectual Property in Africa,ip-protection,ip-protection,/tools/ip-protection/,/assets/img/tools/,ip-protection.webp,800x450,WebP,"Create an AfroTools web-card banner for IP Protection Guide - Intellectual Property in Africa. minimal geometric objects with tactile paper grain. Show documents, checklist, signature pen, business folder. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=legal; tier=T3.
83,tool-card,50,Islamic Calendar Converter - Gregorian to Hijri,islamic-calendar,islamic-calendar,/tools/islamic-calendar/,/assets/img/tools/,islamic-calendar.webp,800x450,WebP,"Create an AfroTools web-card banner for Islamic Calendar Converter - Gregorian to Hijri. soft 3D clay still life. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=religious-cultural; tier=T3.
84,tool-card,50,Kenya Data Protection Act 2019 Compliance Checker,kenya-dpa,kenya-dpa,/tools/kenya-dpa/,/assets/img/tools/,kenya-dpa.webp,800x450,WebP,"Create an AfroTools web-card banner for Kenya Data Protection Act 2019 Compliance Checker. flat paper texture illustration. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=government; tier=T3.
85,tool-card,50,Last-Mile Delivery Cost Optimizer Africa,last-mile-delivery,last-mile-delivery,/tools/last-mile-delivery/,/assets/img/tools/,last-mile-delivery.webp,800x450,WebP,"Create an AfroTools web-card banner for Last-Mile Delivery Cost Optimizer Africa. clean editorial desk scene, warm light. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=transport; tier=T3.
86,tool-card,50,Legal Aid Eligibility Checker Africa 2026 - 16 Countries,legal-aid,legal-aid,/tools/legal-aid/,/assets/img/tools/,legal-aid.webp,800x450,WebP,"Create an AfroTools web-card banner for Legal Aid Eligibility Checker Africa 2026 - 16 Countries. calm realistic workspace photo style. Show documents, checklist, signature pen, business folder. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=legal; tier=T3.
87,tool-card,50,LinkedIn Profile Optimizer for African Professionals,linkedin-optimizer,linkedin-optimizer,/tools/linkedin-optimizer/,/assets/img/tools/,linkedin-optimizer.webp,800x450,WebP,"Create an AfroTools web-card banner for LinkedIn Profile Optimizer for African Professionals. clean editorial desk scene, warm light. Show creator desk, camera, content calendar. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=creative; tier=T3.
88,tool-card,50,Loan Consolidation Calculator,loan-consolidation,loan-consolidation,/tools/loan-consolidation/,/assets/img/tools/,loan-consolidation.webp,800x450,WebP,"Create an AfroTools web-card banner for Loan Consolidation Calculator. simple doodle, soft pastel fills, black outline. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=fintech; tier=T3.
89,tool-card,50,Made in Africa Label Checker - AfCFTA Rules of Origin,made-in-africa-label,made-in-africa-label,/tools/made-in-africa-label/,/assets/img/tools/,made-in-africa-label.webp,800x450,WebP,"Create an AfroTools web-card banner for Made in Africa Label Checker - AfCFTA Rules of Origin. minimal geometric objects with tactile paper grain. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=small-business; tier=T3.
90,tool-card,50,Marine & Cargo Insurance Calculator for Africa,marine-insurance,marine-insurance,/tools/marine-insurance/,/assets/img/tools/,marine-insurance.webp,800x450,WebP,"Create an AfroTools web-card banner for Marine & Cargo Insurance Calculator for Africa. minimal geometric objects with tactile paper grain. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=insurance; tier=T3.
91,tool-card,50,Maternity & Paternity Leave Calculator - All 54 African Countries,maternity-leave,maternity-leave,/tools/maternity-leave/,/assets/img/tools/,maternity-leave.webp,800x450,WebP,"Create an AfroTools web-card banner for Maternity & Paternity Leave Calculator - All 54 African Countries. simple doodle, soft pastel fills, black outline. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=hr-payroll; tier=T3.
92,tool-card,50,Merchant Fee Calculator - Africa,merchant-fees,merchant-fees,/tools/merchant-fees/,/assets/img/tools/,merchant-fees.webp,800x450,WebP,"Create an AfroTools web-card banner for Merchant Fee Calculator - Africa. clean editorial desk scene, warm light. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=fintech; tier=T3.
93,tool-card,50,Microinsurance Premium Calculator - 15 African Countries,microinsurance,microinsurance,/tools/microinsurance/,/assets/img/tools/,microinsurance.webp,800x450,WebP,"Create an AfroTools web-card banner for Microinsurance Premium Calculator - 15 African Countries. calm realistic workspace photo style. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=insurance; tier=T3.
94,tool-card,50,Music Royalty Splitter - Africa,music-royalty-splitter,music-royalty-splitter,/tools/music-royalty-splitter/,/assets/img/tools/,music-royalty-splitter.webp,800x450,WebP,"Create an AfroTools web-card banner for Music Royalty Splitter - Africa. flat paper texture illustration. Show creator desk, camera, content calendar. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=creative; tier=T3.
95,tool-card,50,Product Registration Cost Guide Africa,nafdac-registration,nafdac-registration,/tools/nafdac-registration/,/assets/img/tools/,nafdac-registration.webp,800x450,WebP,"Create an AfroTools web-card banner for Product Registration Cost Guide Africa. calm realistic workspace photo style. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=small-business; tier=T3.
96,tool-card,50,OEE Calculator - Overall Equipment Effectiveness,oee-calculator,oee-calculator,/tools/oee-calculator/,/assets/img/tools/,oee-calculator.webp,800x450,WebP,"Create an AfroTools web-card banner for OEE Calculator - Overall Equipment Effectiveness. simple doodle, soft pastel fills, black outline. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=small-business; tier=T3.
97,tool-card,50,Packaging Cost Calculator Africa,packaging-cost,packaging-cost,/tools/packaging-cost/,/assets/img/tools/,packaging-cost.webp,800x450,WebP,"Create an AfroTools web-card banner for Packaging Cost Calculator Africa. clean editorial desk scene, warm light. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=small-business; tier=T3.
98,tool-card,50,"Parking Fee Calculator Africa - Lagos, Nairobi, Accra",parking-fee,parking-fee,/tools/parking-fee/,/assets/img/tools/,parking-fee.webp,800x450,WebP,"Create an AfroTools web-card banner for Parking Fee Calculator Africa - Lagos, Nairobi, Accra. flat paper texture illustration. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=transport; tier=T3.
99,tool-card,50,Partnership Agreement Generator - African Businesses,partnership-agreement,partnership-agreement,/tools/partnership-agreement/,/assets/img/tools/,partnership-agreement.webp,800x450,WebP,"Create an AfroTools web-card banner for Partnership Agreement Generator - African Businesses. simple doodle, soft pastel fills, black outline. Show documents, checklist, signature pen, business folder. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=legal; tier=T3.
100,tool-card,50,Password Strength Checker - 100% Client-Side,password-strength,password-strength,/tools/password-strength/,/assets/img/tools/,password-strength.webp,800x450,WebP,"Create an AfroTools web-card banner for Password Strength Checker - 100% Client-Side. flat paper texture illustration. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=security; tier=T3.
101,tool-card,50,Personal Brand Audit Tool for African Professionals,personal-brand-audit,personal-brand-audit,/tools/personal-brand-audit/,/assets/img/tools/,personal-brand-audit.webp,800x450,WebP,"Create an AfroTools web-card banner for Personal Brand Audit Tool for African Professionals. modern dashboard abstraction. Show creator desk, camera, content calendar. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=creative; tier=T3.
102,tool-card,50,Phishing Detection Quiz - Africa,phishing-quiz,phishing-quiz,/tools/phishing-quiz/,/assets/img/tools/,phishing-quiz.webp,800x450,WebP,"Create an AfroTools web-card banner for Phishing Detection Quiz - Africa. modern dashboard abstraction. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=security; tier=T3.
103,tool-card,50,Photography Session Pricing Tool - Africa,photography-pricing,photography-pricing,/tools/photography-pricing/,/assets/img/tools/,photography-pricing.webp,800x450,WebP,"Create an AfroTools web-card banner for Photography Session Pricing Tool - Africa. soft 3D clay still life. Show creator desk, camera, content calendar. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=creative; tier=T3.
104,tool-card,50,Plagiarism Percentage Self-Check Tool,plagiarism-pct,plagiarism-pct,/tools/plagiarism-pct/,/assets/img/tools/,plagiarism-pct.webp,800x450,WebP,"Create an AfroTools web-card banner for Plagiarism Percentage Self-Check Tool. soft 3D clay still life. Show study desk, notebook, calculator, exam planning sheet. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=education; tier=T3.
105,tool-card,50,Podcast Monetization Calculator - Africa,podcast-monetization,podcast-monetization,/tools/podcast-monetization/,/assets/img/tools/,podcast-monetization.webp,800x450,WebP,"Create an AfroTools web-card banner for Podcast Monetization Calculator - Africa. watercolor wash with ink line. Show creator desk, camera, content calendar. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=creative; tier=T3.
106,tool-card,50,POS Transaction Fee Calculator - Africa,pos-fees,pos-fees,/tools/pos-fees/,/assets/img/tools/,pos-fees.webp,800x450,WebP,"Create an AfroTools web-card banner for POS Transaction Fee Calculator - Africa. soft 3D clay still life. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=fintech; tier=T3.
107,tool-card,50,Power of Attorney Generator Africa 2026 - Free POA Template,power-of-attorney,power-of-attorney,/tools/power-of-attorney/,/assets/img/tools/,power-of-attorney.webp,800x450,WebP,"Create an AfroTools web-card banner for Power of Attorney Generator Africa 2026 - Free POA Template. clean editorial desk scene, warm light. Show documents, checklist, signature pen, business folder. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=legal; tier=T3.
108,tool-card,50,Production Cost Calculator,production-cost,production-cost,/tools/production-cost/,/assets/img/tools/,production-cost.webp,800x450,WebP,"Create an AfroTools web-card banner for Production Cost Calculator. flat paper texture illustration. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=small-business; tier=T3.
109,tool-card,50,Professional Indemnity Insurance Calculator for Africa,professional-indemnity,professional-indemnity,/tools/professional-indemnity/,/assets/img/tools/,professional-indemnity.webp,800x450,WebP,"Create an AfroTools web-card banner for Professional Indemnity Insurance Calculator for Africa. simple doodle, soft pastel fills, black outline. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=insurance; tier=T3.
110,tool-card,50,Investment Property vs Stocks Comparator,property-vs-stocks,property-vs-stocks,/tools/property-vs-stocks/,/assets/img/tools/,property-vs-stocks.webp,800x450,WebP,"Create an AfroTools web-card banner for Investment Property vs Stocks Comparator. watercolor wash with ink line. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=fintech; tier=T3.
111,tool-card,50,PWA Manifest Generator - Web App Manifest for African Devs,pwa-manifest,pwa-manifest,/tools/pwa-manifest/,/assets/img/tools/,pwa-manifest.webp,800x450,WebP,"Create an AfroTools web-card banner for PWA Manifest Generator - Web App Manifest for African Devs. calm realistic workspace photo style. Show abstract code blocks, browser window, API cards. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=developer; tier=T3.
112,tool-card,50,QR Payment Cost Calculator - Africa,qr-payment,qr-payment,/tools/qr-payment/,/assets/img/tools/,qr-payment.webp,800x450,WebP,"Create an AfroTools web-card banner for QR Payment Cost Calculator - Africa. minimal geometric objects with tactile paper grain. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=fintech; tier=T3.
113,tool-card,50,Quality Control Sampling Calculator,quality-sampling,quality-sampling,/tools/quality-sampling/,/assets/img/tools/,quality-sampling.webp,800x450,WebP,"Create an AfroTools web-card banner for Quality Control Sampling Calculator. modern dashboard abstraction. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=small-business; tier=T3.
114,tool-card,50,Retirement Readiness Score,retirement-readiness,retirement-readiness,/tools/retirement-readiness/,/assets/img/tools/,retirement-readiness.webp,800x450,WebP,"Create an AfroTools web-card banner for Retirement Readiness Score. soft 3D clay still life. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=career; tier=T3.
115,tool-card,50,Retrenchment Package Calculator - All 54 African Countries,retrenchment-calculator,retrenchment-calculator,/tools/retrenchment-calculator/,/assets/img/tools/,retrenchment-calculator.webp,800x450,WebP,"Create an AfroTools web-card banner for Retrenchment Package Calculator - All 54 African Countries. clean editorial desk scene, warm light. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=hr-payroll; tier=T3.
116,tool-card,50,Logistics Route Cost Comparator Africa,route-cost,route-cost,/tools/route-cost/,/assets/img/tools/,route-cost.webp,800x450,WebP,"Create an AfroTools web-card banner for Logistics Route Cost Comparator Africa. modern dashboard abstraction. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=transport; tier=T3.
117,tool-card,50,African Safari Cost Calculator - Budget to Luxury,safari-cost,safari-cost,/tools/safari-cost/,/assets/img/tools/,safari-cost.webp,800x450,WebP,"Create an AfroTools web-card banner for African Safari Cost Calculator - Budget to Luxury. minimal geometric objects with tactile paper grain. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=travel-tourism; tier=T3.
118,tool-card,50,Salary Negotiation Calculator Africa - Market Rates & Counter-Offer,salary-negotiation,salary-negotiation,/tools/salary-negotiation/,/assets/img/tools/,salary-negotiation.webp,800x450,WebP,"Create an AfroTools web-card banner for Salary Negotiation Calculator Africa - Market Rates & Counter-Offer. watercolor wash with ink line. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=career; tier=T3.
119,tool-card,50,Security Emergency Fund,security-emergency-fund,security-emergency-fund,/tools/security-emergency-fund/,/assets/img/tools/,security-emergency-fund.webp,800x450,WebP,"Create an AfroTools web-card banner for Security Emergency Fund. flat paper texture illustration. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=personal-finance; tier=T3.
120,tool-card,50,Self-Publishing Royalty Calculator - Africa,self-publishing-royalty,self-publishing-royalty,/tools/self-publishing-royalty/,/assets/img/tools/,self-publishing-royalty.webp,800x450,WebP,"Create an AfroTools web-card banner for Self-Publishing Royalty Calculator - Africa. minimal geometric objects with tactile paper grain. Show creator desk, camera, content calendar. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=creative; tier=T3.
121,afrostream-avatar,540,Cheb Bilal,cheb-bilal,cheb-bilal,/tools/afrostream/creator/cheb-bilal/,/assets/img/afrostream/creators/,cheb-bilal-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for Cheb Bilal from DZ. Broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: music, rai, algerian, legend, north-african. Centered head-and-shoulders, circular-crop safe, warm studio lighting, no logos, no text.","If guardrails reject the name, retry with only the country/category/tags cues and keep the same filename."
122,afrostream-avatar,540,Diana Bouli,diana-bouli,diana-bouli,/tools/afrostream/creator/diana-bouli/,/assets/img/afrostream/creators/,diana-bouli-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for Diana Bouli from CM. Broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: entertainment, lifestyle, cameroonian, culture. Centered head-and-shoulders, circular-crop safe, warm studio lighting, no logos, no text.","If guardrails reject the name, retry with only the country/category/tags cues and keep the same filename."
123,afrostream-avatar,540,Father Ankrah,father-ankrah,father-ankrah,/tools/afrostream/creator/father-ankrah/,/assets/img/afrostream/creators/,father-ankrah-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for Father Ankrah from GH. Broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: comedy, silent, slapstick, ghanaian, viral. Centered head-and-shoulders, circular-crop safe, warm studio lighting, no logos, no text.","If guardrails reject the name, retry with only the country/category/tags cues and keep the same filename."
124,afrostream-avatar,540,Faycel Sghir,faycel-sghir,faycel-sghir,/tools/afrostream/creator/faycel-sghir/,/assets/img/afrostream/creators/,faycel-sghir-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for Faycel Sghir from MA. Broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: music, rai, moroccan, ballads, north-african. Centered head-and-shoulders, circular-crop safe, warm studio lighting, no logos, no text.","If guardrails reject the name, retry with only the country/category/tags cues and keep the same filename."
125,afrostream-avatar,540,Flenn,flenn,flenn,/tools/afrostream/creator/flenn/,/assets/img/afrostream/creators/,flenn-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for Flenn from DZ. Broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: music, rap, algerian, hiphop, conscious. Centered head-and-shoulders, circular-crop safe, warm studio lighting, no logos, no text.","If guardrails reject the name, retry with only the country/category/tags cues and keep the same filename."
126,afrostream-avatar,540,Hope Music Ethiopia,hope-music-ethiopia,hope-music-ethiopia,/tools/afrostream/creator/hope-music-ethiopia/,/assets/img/afrostream/creators/,hope-music-ethiopia-avatar.webp,400x400,WebP,"Create an original AfroStream creator avatar for Hope Music Ethiopia from ET. Broad public-persona resemblance only, not a copy of any specific photo and not an exact face clone. Cues: music, ethiopian, production, entertainment. Centered head-and-shoulders, circular-crop safe, warm studio lighting, no logos, no text.","If guardrails reject the name, retry with only the country/category/tags cues and keep the same filename."
