batch_index,type,priority,name,slug,source_id,route,save_folder,filename,dimensions,format,prompt,notes
107,tool-card,61,Uganda Livestock Feed Calculator,livestock-feed-uganda,livestock-feed-uganda,/agriculture/livestock-feed/uganda,/assets/img/tools/,livestock-feed-uganda.webp,800x450,WebP,"Create an AfroTools web-card banner for Uganda Livestock Feed Calculator. modern dashboard mockup scene with abstract charts and forms, no readable text. Show farm notebook, produce, soil, seeds, irrigation line, practical field planning. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=agriculture; tier=T3.
108,tool-card,61,Cameroon Greenhouse Cost Estimator,greenhouse-cameroon,greenhouse-cameroon,/agriculture/greenhouse/cameroon,/assets/img/tools/,greenhouse-cameroon.webp,800x450,WebP,"Create an AfroTools web-card banner for Cameroon Greenhouse Cost Estimator. soft 3D clay illustration, rounded but not childish, compact product-card layout. Show farm notebook, produce, soil, seeds, irrigation line, practical field planning. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=agriculture; tier=T3.
109,tool-card,61,Côte d'Ivoire Greenhouse Cost Estimator,greenhouse-cote-d-ivoire,greenhouse-cote-d-ivoire,/agriculture/greenhouse/cote-d-ivoire,/assets/img/tools/,greenhouse-cote-d-ivoire.webp,800x450,WebP,"Create an AfroTools web-card banner for Côte d'Ivoire Greenhouse Cost Estimator. minimal icon-and-object still life, bold silhouette, soft shadow, calm professional feel. Show farm notebook, produce, soil, seeds, irrigation line, practical field planning. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=agriculture; tier=T3.
110,tool-card,61,Rwanda Greenhouse Cost Estimator,greenhouse-rwanda,greenhouse-rwanda,/agriculture/greenhouse/rwanda,/assets/img/tools/,greenhouse-rwanda.webp,800x450,WebP,"Create an AfroTools web-card banner for Rwanda Greenhouse Cost Estimator. modern dashboard mockup scene with abstract charts and forms, no readable text. Show farm notebook, produce, soil, seeds, irrigation line, practical field planning. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=agriculture; tier=T3.
111,tool-card,61,Senegal Greenhouse Cost Estimator,greenhouse-senegal,greenhouse-senegal,/agriculture/greenhouse/senegal,/assets/img/tools/,greenhouse-senegal.webp,800x450,WebP,"Create an AfroTools web-card banner for Senegal Greenhouse Cost Estimator. photo-real workspace scene with hands and everyday objects, no logos and no readable UI text. Show farm notebook, produce, soil, seeds, irrigation line, practical field planning. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=agriculture; tier=T3.
112,tool-card,61,Tunisia Greenhouse Cost Estimator,greenhouse-tunisia,greenhouse-tunisia,/agriculture/greenhouse/tunisia,/assets/img/tools/,greenhouse-tunisia.webp,800x450,WebP,"Create an AfroTools web-card banner for Tunisia Greenhouse Cost Estimator. simple doodle style, soft pastel fills, black outline, friendly product-card composition. Show farm notebook, produce, soil, seeds, irrigation line, practical field planning. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=agriculture; tier=T3.
113,tool-card,61,DR Congo Farm Worker Payroll Calculator,farm-payroll-dr-congo,farm-payroll-dr-congo,/agriculture/farm-payroll/dr-congo,/assets/img/tools/,farm-payroll-dr-congo.webp,800x450,WebP,"Create an AfroTools web-card banner for DR Congo Farm Worker Payroll Calculator. ink sketch with watercolor wash, black outline, airy composition, no text. Show farm notebook, produce, soil, seeds, irrigation line, practical field planning. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=agriculture; tier=T3.
114,tool-card,61,Uganda Farm Worker Payroll Calculator,farm-payroll-uganda,farm-payroll-uganda,/agriculture/farm-payroll/uganda,/assets/img/tools/,farm-payroll-uganda.webp,800x450,WebP,"Create an AfroTools web-card banner for Uganda Farm Worker Payroll Calculator. flat vector-like illustration with tactile paper texture, restrained African color accents. Show farm notebook, produce, soil, seeds, irrigation line, practical field planning. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=agriculture; tier=T3.
115,tool-card,61,Window & Door Sizing Guide,window-door-sizing,window-door-sizing,/tools/window-door-sizing/,/assets/img/tools/,window-door-sizing.webp,800x450,WebP,"Create an AfroTools web-card banner for Window & Door Sizing Guide. ink sketch with watercolor wash, black outline, airy composition, no text. Show tools, measurement tape, blueprint, material samples. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=engineering; tier=T2.
116,tool-card,60,"50/30/20 Budget Calculator for Africa — Needs, Wants & Savings",50-30-20-budget,50-30-20-budget,/tools/50-30-20-budget/,/assets/img/tools/,50-30-20-budget.webp,800x450,WebP,"Create an AfroTools web-card banner for 50/30/20 Budget Calculator for Africa — Needs, Wants & Savings. photo-real workspace scene with hands and everyday objects, no logos and no readable UI text. Show African utility tool, practical browser app, forms, controls, dashboard objects. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=personal-finance; tier=T3.
117,tool-card,60,Affidavit Generator Africa 2026 — Free Legal Affidavit Template,affidavit-generator,affidavit-generator,/tools/affidavit-generator/,/assets/img/tools/,affidavit-generator.webp,800x450,WebP,"Create an AfroTools web-card banner for Affidavit Generator Africa 2026 — Free Legal Affidavit Template. simple doodle style, soft pastel fills, black outline, friendly product-card composition. Show business documents, checklist, signature pen, official folder, no seals or logos. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=legal; tier=T3.
118,tool-card,60,Africa Domestic Flight Price Tracker,africa-flight,africa-flight,/tools/africa-flight/,/assets/img/tools/,africa-flight.webp,800x450,WebP,"Create an AfroTools web-card banner for Africa Domestic Flight Price Tracker. ink sketch with watercolor wash, black outline, airy composition, no text. Show African utility tool, practical browser app, forms, controls, dashboard objects. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=travel-tourism; tier=T3.
119,tool-card,60,"African API Directory — Fintech, Gov, Telecom APIs",african-api-directory,african-api-directory,/tools/african-api-directory/,/assets/img/tools/,african-api-directory.webp,800x450,WebP,"Create an AfroTools web-card banner for African API Directory — Fintech, Gov, Telecom APIs. simple doodle style, soft pastel fills, black outline, friendly product-card composition. Show code editor as abstract blocks, API cards, terminal shapes, no readable code. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=developer; tier=T3.
120,tool-card,60,African Domain Checker — .ng .ke .za .gh TLDs Guide,african-domains,african-domains,/tools/african-domains/,/assets/img/tools/,african-domains.webp,800x450,WebP,"Create an AfroTools web-card banner for African Domain Checker — .ng .ke .za .gh TLDs Guide. clean editorial desk scene, warm natural light, realistic but uncluttered, no text. Show code editor as abstract blocks, API cards, terminal shapes, no readable code. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=developer; tier=T3.
121,tool-card,60,"African Color Palette Generator — Kente, Invoice, Savanna",african-palette,african-palette,/tools/african-palette/,/assets/img/tools/,african-palette.webp,800x450,WebP,"Create an AfroTools web-card banner for African Color Palette Generator — Kente, Invoice, Savanna. flat vector-like illustration with tactile paper texture, restrained African color accents. Show creator desk, camera, editing timeline as abstract shapes, content calendar. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=creative; tier=T3.
122,tool-card,60,"African Proverb Generator — Yoruba, Swahili, Zulu, Akan",african-proverbs,african-proverbs,/tools/african-proverbs/,/assets/img/tools/,african-proverbs.webp,800x450,WebP,"Create an AfroTools web-card banner for African Proverb Generator — Yoruba, Swahili, Zulu, Akan. soft 3D clay illustration, rounded but not childish, compact product-card layout. Show African utility tool, practical browser app, forms, controls, dashboard objects. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=religious-cultural; tier=T3.
123,tool-card,60,"Airbnb vs Hotel Comparator Africa — Lagos, Nairobi, Cape Town",airbnb-vs-hotel,airbnb-vs-hotel,/tools/airbnb-vs-hotel/,/assets/img/tools/,airbnb-vs-hotel.webp,800x450,WebP,"Create an AfroTools web-card banner for Airbnb vs Hotel Comparator Africa — Lagos, Nairobi, Cape Town. simple doodle style, soft pastel fills, black outline, friendly product-card composition. Show African utility tool, practical browser app, forms, controls, dashboard objects. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=travel-tourism; tier=T3.
124,tool-card,60,"Airport Transfer Cost Comparator — Lagos, Nairobi, Accra, Johannesburg",airport-transfer,airport-transfer,/tools/airport-transfer/,/assets/img/tools/,airport-transfer.webp,800x450,WebP,"Create an AfroTools web-card banner for Airport Transfer Cost Comparator — Lagos, Nairobi, Accra, Johannesburg. clean editorial desk scene, warm natural light, realistic but uncluttered, no text. Show African utility tool, practical browser app, forms, controls, dashboard objects. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=travel-tourism; tier=T3.
125,tool-card,60,Album / EP Release Budget Calculator — Africa,album-budget,album-budget,/tools/album-budget/,/assets/img/tools/,album-budget.webp,800x450,WebP,"Create an AfroTools web-card banner for Album / EP Release Budget Calculator — Africa. ink sketch with watercolor wash, black outline, airy composition, no text. Show African utility tool, practical browser app, forms, controls, dashboard objects. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=personal-finance; tier=T3.
126,tool-card,60,Ankara / Kente Pattern Cost Calculator — Africa,ankara-kente-cost,ankara-kente-cost,/tools/ankara-kente-cost/,/assets/img/tools/,ankara-kente-cost.webp,800x450,WebP,"Create an AfroTools web-card banner for Ankara / Kente Pattern Cost Calculator — Africa. ink sketch with watercolor wash, black outline, airy composition, no text. Show pan-African utility dashboard, map fragments, local market and office cues. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=african; tier=T3.
127,tool-card,60,Annual Returns Filing Guide — African Companies,annual-returns,annual-returns,/tools/annual-returns/,/assets/img/tools/,annual-returns.webp,800x450,WebP,"Create an AfroTools web-card banner for Annual Returns Filing Guide — African Companies. clean editorial desk scene, warm natural light, realistic but uncluttered, no text. Show business documents, checklist, signature pen, official folder, no seals or logos. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=legal; tier=T3.
128,tool-card,60,Art Commission Price Calculator — Africa,art-commission,art-commission,/tools/art-commission/,/assets/img/tools/,art-commission.webp,800x450,WebP,"Create an AfroTools web-card banner for Art Commission Price Calculator — Africa. minimal icon-and-object still life, bold silhouette, soft shadow, calm professional feel. Show creator desk, camera, editing timeline as abstract shapes, content calendar. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=creative; tier=T3.
129,tool-card,60,Asset Finance Calculator — Africa,asset-finance,asset-finance,/tools/asset-finance/,/assets/img/tools/,asset-finance.webp,800x450,WebP,"Create an AfroTools web-card banner for Asset Finance Calculator — Africa. soft 3D clay illustration, rounded but not childish, compact product-card layout. Show African utility tool, practical browser app, forms, controls, dashboard objects. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=fintech; tier=T3.
130,tool-card,60,Cross-Border B2B Payment Comparator — Africa,b2b-payment,b2b-payment,/tools/b2b-payment/,/assets/img/tools/,b2b-payment.webp,800x450,WebP,"Create an AfroTools web-card banner for Cross-Border B2B Payment Comparator — Africa. photo-real workspace scene with hands and everyday objects, no logos and no readable UI text. Show African utility tool, practical browser app, forms, controls, dashboard objects. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=fintech; tier=T3.
131,tool-card,60,Bail Calculator Africa 2026 — Bail Range Guide for 16 Countries,bail-calculator,bail-calculator,/tools/bail-calculator/,/assets/img/tools/,bail-calculator.webp,800x450,WebP,"Create an AfroTools web-card banner for Bail Calculator Africa 2026 — Bail Range Guide for 16 Countries. flat vector-like illustration with tactile paper texture, restrained African color accents. Show business documents, checklist, signature pen, official folder, no seals or logos. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=legal; tier=T3.
132,tool-card,60,"African Beach Holiday Budget Planner — Zanzibar, Seychelles, Diani",beach-holiday-budget,beach-holiday-budget,/tools/beach-holiday-budget/,/assets/img/tools/,beach-holiday-budget.webp,800x450,WebP,"Create an AfroTools web-card banner for African Beach Holiday Budget Planner — Zanzibar, Seychelles, Diani. flat vector-like illustration with tactile paper texture, restrained African color accents. Show African utility tool, practical browser app, forms, controls, dashboard objects. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=travel-tourism; tier=T3.
133,tool-card,60,Bill Split Calculator — Africa,bill-split,bill-split,/tools/bill-split/,/assets/img/tools/,bill-split.webp,800x450,WebP,"Create an AfroTools web-card banner for Bill Split Calculator — Africa. ink sketch with watercolor wash, black outline, airy composition, no text. Show African utility tool, practical browser app, forms, controls, dashboard objects. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=fintech; tier=T3.
134,tool-card,60,Board Resolution Template Generator — African Companies,board-resolution,board-resolution,/tools/board-resolution/,/assets/img/tools/,board-resolution.webp,800x450,WebP,"Create an AfroTools web-card banner for Board Resolution Template Generator — African Companies. modern dashboard mockup scene with abstract charts and forms, no readable text. Show business documents, checklist, signature pen, official folder, no seals or logos. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=legal; tier=T3.
135,tool-card,60,Boarding School Cost Calculator Africa 2026,boarding-school,boarding-school,/tools/boarding-school/,/assets/img/tools/,boarding-school.webp,800x450,WebP,"Create an AfroTools web-card banner for Boarding School Cost Calculator Africa 2026. minimal icon-and-object still life, bold silhouette, soft shadow, calm professional feel. Show study desk, notebook, exam sheet, calculator, school materials. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=education; tier=T3.
136,tool-card,60,Book Publishing Cost Calculator — Africa,book-publishing-cost,book-publishing-cost,/tools/book-publishing-cost/,/assets/img/tools/,book-publishing-cost.webp,800x450,WebP,"Create an AfroTools web-card banner for Book Publishing Cost Calculator — Africa. soft 3D clay illustration, rounded but not childish, compact product-card layout. Show creator desk, camera, editing timeline as abstract shapes, content calendar. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=creative; tier=T3.
137,tool-card,60,Brand Collaboration ROI Calculator — Africa,brand-collab-roi,brand-collab-roi,/tools/brand-collab-roi/,/assets/img/tools/,brand-collab-roi.webp,800x450,WebP,"Create an AfroTools web-card banner for Brand Collaboration ROI Calculator — Africa. modern dashboard mockup scene with abstract charts and forms, no readable text. Show African utility tool, practical browser app, forms, controls, dashboard objects. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=small-business; tier=T3.
138,tool-card,60,Data Breach Notification Template Generator — Africa,breach-notification,breach-notification,/tools/breach-notification/,/assets/img/tools/,breach-notification.webp,800x450,WebP,"Create an AfroTools web-card banner for Data Breach Notification Template Generator — Africa. minimal icon-and-object still life, bold silhouette, soft shadow, calm professional feel. Show business documents, checklist, signature pen, official folder, no seals or logos. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=legal; tier=T3.
139,tool-card,60,Career Growth Trajectory Calculator,career-growth,career-growth,/tools/career-growth/,/assets/img/tools/,career-growth.webp,800x450,WebP,"Create an AfroTools web-card banner for Career Growth Trajectory Calculator. clean editorial desk scene, warm natural light, realistic but uncluttered, no text. Show African utility tool, practical browser app, forms, controls, dashboard objects. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=career; tier=T3.
140,tool-card,60,Career Switch Financial Impact Calculator Africa,career-switch,career-switch,/tools/career-switch/,/assets/img/tools/,career-switch.webp,800x450,WebP,"Create an AfroTools web-card banner for Career Switch Financial Impact Calculator Africa. flat vector-like illustration with tactile paper texture, restrained African color accents. Show African utility tool, practical browser app, forms, controls, dashboard objects. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=career; tier=T3.
141,tool-card,60,CCTV System Cost Calculator — Africa,cctv-cost,cctv-cost,/tools/cctv-cost/,/assets/img/tools/,cctv-cost.webp,800x450,WebP,"Create an AfroTools web-card banner for CCTV System Cost Calculator — Africa. minimal icon-and-object still life, bold silhouette, soft shadow, calm professional feel. Show lock, shield, password cards, browser window abstraction. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=security; tier=T3.
142,tool-card,60,Professional Certification ROI Calculator Africa 2026,cert-roi,cert-roi,/tools/cert-roi/,/assets/img/tools/,cert-roi.webp,800x450,WebP,"Create an AfroTools web-card banner for Professional Certification ROI Calculator Africa 2026. soft 3D clay illustration, rounded but not childish, compact product-card layout. Show study desk, notebook, exam sheet, calculator, school materials. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=education; tier=T3.
143,tool-card,60,Insurance Claim Checklist for Africa — Step-by-Step Guide,claim-tracker,claim-tracker,/tools/claim-tracker/,/assets/img/tools/,claim-tracker.webp,800x450,WebP,"Create an AfroTools web-card banner for Insurance Claim Checklist for Africa — Step-by-Step Guide. clean editorial desk scene, warm natural light, realistic but uncluttered, no text. Show family documents, car/home icons, policy folder, calm trust-building scene. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=insurance; tier=T3.
144,tool-card,60,Classroom Size Calculator Africa,classroom-size,classroom-size,/tools/classroom-size/,/assets/img/tools/,classroom-size.webp,800x450,WebP,"Create an AfroTools web-card banner for Classroom Size Calculator Africa. photo-real workspace scene with hands and everyday objects, no logos and no readable UI text. Show study desk, notebook, exam sheet, calculator, school materials. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=education; tier=T3.
145,tool-card,60,Commit Message Generator — Conventional Commits,commit-message-gen,commit-message-gen,/tools/commit-message-gen/,/assets/img/tools/,commit-message-gen.webp,800x450,WebP,"Create an AfroTools web-card banner for Commit Message Generator — Conventional Commits. flat vector-like illustration with tactile paper texture, restrained African color accents. Show code editor as abstract blocks, API cards, terminal shapes, no readable code. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=developer; tier=T3.
146,tool-card,60,Contractor vs Employee Cost — All 54 African Countries,contractor-vs-employee,contractor-vs-employee,/tools/contractor-vs-employee/,/assets/img/tools/,contractor-vs-employee.webp,800x450,WebP,"Create an AfroTools web-card banner for Contractor vs Employee Cost — All 54 African Countries. modern dashboard mockup scene with abstract charts and forms, no readable text. Show African utility tool, practical browser app, forms, controls, dashboard objects. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=hr-payroll; tier=T3.
147,tool-card,60,Cookie Consent Banner Generator — Africa NDPA POPIA GDPR,cookie-consent,cookie-consent,/tools/cookie-consent/,/assets/img/tools/,cookie-consent.webp,800x450,WebP,"Create an AfroTools web-card banner for Cookie Consent Banner Generator — Africa NDPA POPIA GDPR. photo-real workspace scene with hands and everyday objects, no logos and no readable UI text. Show business documents, checklist, signature pen, official folder, no seals or logos. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=legal; tier=T3.
148,tool-card,60,Course Load & Credit Hour Planner,course-load,course-load,/tools/course-load/,/assets/img/tools/,course-load.webp,800x450,WebP,"Create an AfroTools web-card banner for Course Load & Credit Hour Planner. ink sketch with watercolor wash, black outline, airy composition, no text. Show study desk, notebook, exam sheet, calculator, school materials. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=education; tier=T3.
149,tool-card,60,CreatorCanvas — Thumbnail & Graphics Studio for African Creators,creator-canvas,creator-canvas,/tools/creator-canvas/,/assets/img/tools/,creator-canvas.webp,800x450,WebP,"Create an AfroTools web-card banner for CreatorCanvas — Thumbnail & Graphics Studio for African Creators. flat vector-like illustration with tactile paper texture, restrained African color accents. Show creator desk, camera, editing timeline as abstract shapes, content calendar. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=creative; tier=T3.
150,tool-card,60,CreatorClip — Video Clipper & Auto-Captioner,creator-clip,creator-clip,/tools/creator-clip/,/assets/img/tools/,creator-clip.webp,800x450,WebP,"Create an AfroTools web-card banner for CreatorClip — Video Clipper & Auto-Captioner. soft 3D clay illustration, rounded but not childish, compact product-card layout. Show creator desk, camera, editing timeline as abstract shapes, content calendar. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=creative; tier=T3.
151,tool-card,60,CreatorClub — Membership & Community Platform,creator-club,creator-club,/tools/creator-club/,/assets/img/tools/,creator-club.webp,800x450,WebP,"Create an AfroTools web-card banner for CreatorClub — Membership & Community Platform. photo-real workspace scene with hands and everyday objects, no logos and no readable UI text. Show creator desk, camera, editing timeline as abstract shapes, content calendar. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=creative; tier=T3.
152,tool-card,60,CreatorDesk — Client & Project Manager,creator-desk,creator-desk,/tools/creator-desk/,/assets/img/tools/,creator-desk.webp,800x450,WebP,"Create an AfroTools web-card banner for CreatorDesk — Client & Project Manager. simple doodle style, soft pastel fills, black outline, friendly product-card composition. Show creator desk, camera, editing timeline as abstract shapes, content calendar. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=creative; tier=T3.
153,tool-card,60,CreatorMail — Newsletter Builder for Creators,creator-mail,creator-mail,/tools/creator-mail/,/assets/img/tools/,creator-mail.webp,800x450,WebP,"Create an AfroTools web-card banner for CreatorMail — Newsletter Builder for Creators. soft 3D clay illustration, rounded but not childish, compact product-card layout. Show creator desk, camera, editing timeline as abstract shapes, content calendar. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=creative; tier=T3.
154,tool-card,60,CreatorMind,creator-mind,creator-mind,/tools/creator-mind/,/assets/img/tools/,creator-mind.webp,800x450,WebP,"Create an AfroTools web-card banner for CreatorMind. photo-real workspace scene with hands and everyday objects, no logos and no readable UI text. Show creator desk, camera, editing timeline as abstract shapes, content calendar. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=creative; tier=T3.
155,tool-card,60,CreatorPage — One Link. Everything You.,creator-page,creator-page,/tools/creator-page/,/assets/img/tools/,creator-page.webp,800x450,WebP,"Create an AfroTools web-card banner for CreatorPage — One Link. Everything You.. simple doodle style, soft pastel fills, black outline, friendly product-card composition. Show creator desk, camera, editing timeline as abstract shapes, content calendar. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=creative; tier=T3.
156,tool-card,60,CreatorPolish — AI Writing & Grammar Tool for African English,creator-polish,creator-polish,/tools/creator-polish/,/assets/img/tools/,creator-polish.webp,800x450,WebP,"Create an AfroTools web-card banner for CreatorPolish — AI Writing & Grammar Tool for African English. clean editorial desk scene, warm natural light, realistic but uncluttered, no text. Show creator desk, camera, editing timeline as abstract shapes, content calendar. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=creative; tier=T3.
157,tool-card,60,CreatorRecord — Browser Screen Recorder,creator-record,creator-record,/tools/creator-record/,/assets/img/tools/,creator-record.webp,800x450,WebP,"Create an AfroTools web-card banner for CreatorRecord — Browser Screen Recorder. modern dashboard mockup scene with abstract charts and forms, no readable text. Show creator desk, camera, editing timeline as abstract shapes, content calendar. No readable text, no logos, no brand marks, no UI labels. 16:9, polished, inspectable, social-share friendly.",Canonical image for English/app route. Reuse this same image for translated copies unless the graphic itself needs visible localized words. Category=creative; tier=T3.
