route,locale,pageType,coverageState,sourceFile,englishEquivalent,title,description,h1,titleDuplicateCount,descriptionDuplicateCount,errorCount,reviewCount,signalCodes
/cote-divoire/,en,page,native,cote-divoire/index.html,/cote-divoire/,"Côte d'Ivoire Tools — Tax, PDF, Currency & More | AfroTools","Free Côte d'Ivoire tools. Tax calculators, PDF workspace, currency converter and more. Country-accurate for Côte d'Ivoire. DGI compliant.",Côte d'Ivoire Tools,1,1,0,0,
/cote-divoire/ci-paye,en,country-tool,native,cote-divoire/ci-paye.html,/cote-divoire/ci-paye,"Côte d'Ivoire PAYE Calculator 2025 — ITS, RICF & CNPS-CI","Côte d'Ivoire PAYE calculator 2025. ITS monthly bands 0%–32%, CNPS Côte d'Ivoire (CNPS-CI) retirement at 6.3% employee, RICF family reduction by parts. Free estimate.",Côte d'Ivoire PAYE Calculator 2025,1,1,0,0,
/cote-divoire/ci-vat,en,country-tool,native,cote-divoire/ci-vat.html,/cote-divoire/ci-vat,Côte d'Ivoire VAT Calculator 2026: 18% and 9% | AfroTools,"Calculate Côte d'Ivoire VAT at 18% or an evidence-confirmed 9% rate. Check 2026 DGI treatment, business regime, local PDF, privacy and sources.",Côte d'Ivoire VAT with 2026 treatment checks built in,1,1,0,0,
/countries/,en,page,native,countries/index.html,/countries/,All 54 African Countries — Tools for Every Nation,"Browse AfroTools for all 54 African countries. Tax calculators, PDF tools, currency converter and more — country-accurate and always free.",Every Nation. One Platform.,1,1,0,0,
/creative/,en,page,native,creative/index.html,/creative/,Creative Tools for African Creators | One Creative System | AfroTools,"Creative tools for African creators across content creation, visual editing, creator business, audience growth, monetization, and creator platforms.",One creative system for African creators.,1,1,0,1,TITLE_LONG
/crypto/,en,page,native,crypto/index.html,/crypto/,AfroCrypto — Crypto Tools for Africa | AfroTools,"15 free crypto tools for Africa. P2P rate comparator, live prices in 15+ currencies, stablecoin tracker, remittance calculator, portfolio tracker, tax calculator, scam checker and more.",Crypto & Web3,1,1,0,1,DESCRIPTION_LONG
/crypto/address-validator/,en,page,native,crypto/address-validator/index.html,/crypto/address-validator/,Wallet Address Format & Checksum Validator | AfroTools,"Validate Bitcoin, Ethereum/EVM, Solana and TRON wallet address formats locally, including supported checksum and decoded-length checks.",Wallet Address Format & Checksum Validator,1,1,0,0,
/crypto/arbitrage/,en,page,native,crypto/arbitrage/index.html,/crypto/arbitrage/,Crypto Arbitrage Feasibility Worksheet | AfroTools,"Check one two-leg crypto route from executable receipts you enter. Model gross and net differences, expiry and break-even locally—without live rates or rankings.",Two-leg Crypto Arbitrage Feasibility Worksheet,1,1,0,0,
/crypto/contract-scanner/,en,page,native,crypto/contract-scanner/index.html,/crypto/contract-scanner/,Contract Address Evidence Check | AfroTools,"Check EVM address syntax and search a small, reviewed local evidence registry. No blockchain lookup, safety score, token analysis or wallet connection.",Contract address evidence check,1,1,0,0,
/crypto/dca-calculator/,en,page,native,crypto/dca-calculator/index.html,/crypto/dca-calculator/,"Historical Crypto DCA Replay in NGN, ZAR or USD | AfroTools","Replay a Bitcoin or Ethereum purchase schedule over up to 365 completed UTC days using CoinGecko daily reference prices, explicit costs and a source receipt.",Replay regular crypto purchases against a source you can inspect,1,1,0,0,
/crypto/exchange-ratings/,en,page,native,crypto/exchange-ratings/index.html,/crypto/exchange-ratings/,Crypto Exchange Due-Diligence Evidence Workbook | AfroTools,"Compare two crypto providers using your dated official sources. Build a local evidence record without trust scores, rankings or provider endorsements.",Crypto Exchange Due-Diligence Evidence Workbook,1,1,0,0,
/crypto/mining-calculator/,en,page,native,crypto/mining-calculator/index.html,/crypto/mining-calculator/,Crypto Mining Operating Margin Worksheet | AfroTools,"Estimate crypto mining operating margin from your own pool output, coin price, uptime, power and cost evidence. Private local CSV, JSON and PDF exports.",Crypto Mining Operating Margin,1,1,0,0,
/crypto/p2p-rates/,en,page,native,crypto/p2p-rates/index.html,/crypto/p2p-rates/,P2P Crypto Quote Comparator — Fees & Effective Price,"Compare two or three executable P2P crypto quotes using prices, timestamps and fees you enter. Local buy or sell totals, effective price, PDF, CSV and JSON.",Compare the executable P2P quotes you checked yourself.,1,1,0,0,
/crypto/portfolio/,en,page,native,crypto/portfolio/index.html,/crypto/portfolio/,Local Crypto Portfolio Snapshot in NGN or ZAR | AfroTools,"Track separate crypto acquisition lots locally, value them from a freshness-checked CoinGecko snapshot in NGN or ZAR, and export CSV, JSON or PDF.",Know what your crypto lots are worth—without uploading your holdings,1,1,0,0,
/crypto/prices/,en,page,native,crypto/prices/index.html,/crypto/prices/,Crypto Prices in Nigerian Naira and South African Rand | AfroTools,"Check fresh CoinGecko crypto market snapshots in NGN or ZAR. See provider timestamps, 24-hour and 7-day change, market cap and downloadable source receipts.","Crypto prices, with the receipt attached.",1,1,0,1,TITLE_LONG
/crypto/profit-calculator/,en,page,native,crypto/profit-calculator/index.html,/crypto/profit-calculator/,"Crypto Profit Calculator — Fees, ROI & Break-Even | AfroTools","Calculate crypto profit or loss from your own buy price, sell price, quantity and fees. Compare user-entered scenarios and export CSV, JSON or PDF locally.","Crypto profit or loss, with the fees shown",1,1,0,0,
/crypto/quiz/,en,page,native,crypto/quiz/index.html,/crypto/quiz/,Crypto Knowledge & Wallet Safety Quiz | AfroTools,"Take a free, untimed crypto concepts and wallet safety quiz. Get sourced explanations, a topic breakdown and private local PDF or TXT review.",Crypto concepts & wallet safety knowledge check,1,1,0,0,
/crypto/remittance/,en,page,native,crypto/remittance/index.html,/crypto/remittance/,Remittance Quote Comparator — Receipts & Expiry,"Compare two or three remittance quotes you obtained using the same currencies and total debit. Check amount received, expiry and payout route locally.",Compare remittance quote receipts on equal terms.,1,1,0,0,
/crypto/scam-checker/,en,page,native,crypto/scam-checker/index.html,/crypto/scam-checker/,Crypto Scam Red-Flag Checklist & Evidence Pack | AfroTools,"Organize crypto incident red flags, evidence, timeline notes and user-entered losses privately in your browser. Local JSON, text, PDF and print exports.",Crypto Scam Red-Flag Checklist & Evidence Pack,1,1,0,0,
/crypto/stablecoins/,en,page,native,crypto/stablecoins/index.html,/crypto/stablecoins/,"USDT, USDC and DAI Reference Prices in NGN and ZAR | AfroTools","Check fresh CoinGecko reference prices for USDT, USDC and DAI in USD, NGN or ZAR, with provider timestamps, USD peg distance and source-labelled exports.",Stablecoin prices without invented platform quotes.,1,1,0,0,
/custom-calculators/,en,page,native,custom-calculators/index.html,/custom-calculators/,Custom Calculators for African Business Workflows | AfroTools,"Request a custom AfroTools calculator for payroll, fintech, accounting, schools, immigration, trade, media, or African business workflows. Scope, build, embed, lead capture, and maintenance options.",Turn your African business workflow into a calculator customers can use.,1,1,0,1,DESCRIPTION_LONG
/data-productivity/,en,category,native,data-productivity/index.html,/data-productivity/,"Data & Productivity Tools for Africa | Timers, Calendars, Converters | AfroTools","Free data and productivity tools for African work: Pomodoro timer, unit converter, budget planner, holidays, working days, meeting cost, time zones, and more.",Finish small workday decisions without spreadsheet chaos.,1,1,0,1,TITLE_LONG
/developer-tools/,en,category,native,developer-tools/index.html,/developer-tools/,Developer Tools for African Builders | AfroTools,"Private, browser-based developer tools for African builders: API testing, USSD flows, JSON, JWT, regex, SQL, Docker, PWA, hosting, domains, SEO and launch utilities.",Tools for builders who ship in Africa .,1,1,0,0,
/developers/,en,page,native,developers/index.html,/developers/,AfroTools API — Developer Portal | AfroTools,"Build payroll, HR, fintech, and business-data products with AfroTools API. Start with a free key, then request API Growth, API Pro, or Enterprise/custom access.",Afro Tools API,1,1,0,0,
/diaspora/,en,page,native,diaspora/index.html,/diaspora/,Diaspora Planning Tools for Africans Abroad | AfroTools,"Diaspora planning tools for Africans abroad: immigration points checks and visa application tracking with clear next steps, privacy notes, and official-source reminders.","Plan the move with numbers and dates , not guesswork.",1,1,0,0,
/djibouti/,en,page,native,djibouti/index.html,/djibouti/,"Djibouti Tools — Tax, PDF, Currency & More | AfroTools","Free Djibouti tools. Tax calculators, PDF workspace, currency converter and more. Country-accurate for Djibouti. DGI compliant.",Djibouti Tools,1,1,0,0,
/djibouti/dj-paye,en,country-tool,native,djibouti/dj-paye.html,/djibouti/dj-paye,Djibouti Salary Calculator 2026 | ITS & CNSS,"Calculate Djibouti monthly take-home pay with the current 2022 ITS bands, 6% employee CNSS, 15.7% employer CNSS and statutory rounding.",Djibouti Salary Calculator,1,1,0,0,
/djibouti/dj-vat,en,country-tool,native,djibouti/dj-vat.html,/djibouti/dj-vat,"Djibouti VAT Calculator 2026: 10%, 0% and Thresholds | AfroTools","Calculate Djibouti VAT at 10%, verify exact 0% or exemption evidence, review FDJ 80m and 120m thresholds, and export a local PDF.",Djibouti VAT with exact 0% evidence and threshold checks,1,1,0,0,
/document-pdf/,en,category,native,document-pdf/index.html,/document-pdf/,"PDF Tools & Workspace — Merge, Convert, Sign | AfroTools","Choose the right local-first PDF workflow, then use 31 tools to merge, compress, convert, sign, review, repair, or build documents in your browser.","Your PDF work , routed properly.",1,1,0,0,
/dr-congo/,en,page,native,dr-congo/index.html,/dr-congo/,DR Congo Tax Calculators 2025 — DGI | AfroTools,Free DR Congo income tax and salary tools. DGI: Progressive IPR to 40% + 5% additional tax. Currency CDF. Accurate 2025/26 rates. AI Advisor. No sign-up.,🇨🇩 DR Congo Financial Tools,1,1,0,0,
/dr-congo/cd-paye,en,country-tool,native,dr-congo/cd-paye.html,/dr-congo/cd-paye,"DR Congo PAYE Calculator 2026 — DGI Income Tax, INSS","DR Congo PAYE calculator 2026. DGI progressive tax 0%–40%, INSS social security 5% employee + 5% employer (capped). Monthly calculations per DGI bands. Free PDF download.",DR Congo PAYE Calculator 2026,1,1,0,0,
/dr-congo/cd-vat,en,country-tool,native,dr-congo/cd-vat.html,/dr-congo/cd-vat,"DR Congo VAT Calculator 2026: 16%, 8% and 0%","Calculate DR Congo TVA at 16%, verify exact 8% or export 0% evidence, review the CDF 80m registration screen, and export a local PDF.",DR Congo TVA with evidence-gated special rates,1,1,0,0,
/ecommerce/,en,page,native,ecommerce/index.html,/ecommerce/,E-commerce & Seller Tools for Africa | AfroTools,"Seller fee, VAT, margin, inventory, shipping, invoice, and receipt tools for African e-commerce and retail businesses.","Run the numbers before you list, ship, or collect payment",1,1,0,0,
/education/,en,category,native,education/index.html,/education/,"Education Tools for Africa | Study, Admissions and Student Planning | AfroTools","Education tools for Africa, grouped by study goals: admissions, school fees, scholarships, study abroad, academic utilities, teaching, and exam prep.",Education tools for clearer study decisions .,1,1,0,1,TITLE_LONG
/education/afrostudy/,en,category,native,education/afrostudy/index.html,/education/afrostudy/,AfroStudy — Free KCSE Practice MVP | AfroTools,"Free KCSE practice MVP for Kenyan students. Work through starter questions, timed mini exams, flashcards, and local progress reports. No signup required.",Practise KCSE Questions. Track Your Weak Spots.,1,1,0,0,
/education/fees/,en,category,native,education/fees/index.html,/education/fees/,Education Fees & Cost Planning | AfroTools,"Start with School Fees Comparator as the finance-side comparison anchor, then move into Student Budget Planner, savings, boarding, and related funding routes from one AfroTools education cost hub.",Education Fees & Cost Planning,1,1,0,1,DESCRIPTION_LONG
/education/loans/,en,category,native,education/loans/index.html,/education/loans/,Student Loans & Repayment | AfroTools,"Track student-loan repayment, the canonical Kenya HELB calculator, and the monthly survival gaps that create education financing pressure.",Student Loans & Repayment,1,1,0,0,
/education/scholarships/,en,category,native,education/scholarships/index.html,/education/scholarships/,Scholarships & Funding Opportunities | AfroTools,"Use AfroTools' unified scholarship route for quick eligibility checks, profile-aware matching, IELTS readiness, and funding-readiness tools.",Scholarships & Funding Opportunities,1,1,0,0,
/education/study-abroad/,en,category,native,education/study-abroad/index.html,/education/study-abroad/,Study Abroad Planning Tools | AfroTools,"Compare destination affordability, plan IELTS pathway targets, review degree fit, and connect scholarships with a focused AfroTools study-abroad decision route.",Study Abroad Planning Tools,1,1,0,0,
/egypt/,en,page,native,egypt/index.html,/egypt/,"Egypt Tools 2025 — Tax, PDF, Currency & More | AfroTools","Free Egypt tools for 2025. ETA income tax calculator, social insurance, PDF workspace and more. Country-accurate for Egypt.",Egypt Tools 2025,1,1,0,0,
/egypt/eg-paye,en,country-tool,native,egypt/eg-paye.html,/egypt/eg-paye,Egypt Salary Tax Calculator 2025/2026 — Net Take-Home Pay | AfroTools,"Calculate your Egypt net take-home pay after ETA income tax (0%–27.5%), NOSI 11% and health insurance. Free 2025/2026 tax calculator with bracket exclusion.",Egypt Salary Tax Calculator 2025,1,1,0,1,TITLE_LONG
/egypt/eg-vat,en,country-tool,native,egypt/eg-vat.html,/egypt/eg-vat,Egypt VAT Calculator 2026 | Add or Extract 14%,"Calculate Egypt VAT at 14%, extract VAT from a total, screen the EGP 500,000 registration threshold, and download a private local PDF.",Price clearly. Classify carefully.,1,1,0,0,
/energy/,en,category,native,energy/index.html,/energy/,"Energy Calculators for Africa: Solar, Bills & Backup | AfroTools","Search 20 free African energy calculators for electricity bills, solar ROI, batteries, generator fuel, outages, LPG, water, farms and EV charging.",Energy & Utilities Tools for Africa,1,1,0,0,
/engineering/,en,page,native,engineering/index.html,/engineering/,Engineering & Construction Apps - Free | AfroTools,"Free engineering apps for African construction. AfroDraft CAD, AfroPlan floor planner, BOQ builder, solar sizing, concrete, electrical, rebar, roofing, paint, water tanks, boreholes, generator sizing and more.",Engineering Project Desk,1,1,0,1,DESCRIPTION_LONG
/engineering/afrodraft/,en,page,native,engineering/afrodraft/index.html,/engineering/afrodraft/,AfroDraft — Professional 2D CAD for Africa | AfroTools,"Africa's first browser-based 2D CAD. No download. No subscription. 155+ features including DXF export, layers, dimensions, and 4 themes. Core use without a paid subscription.",AfroDraft — Professional 2D CAD,1,1,0,0,
/engineering/afrodraft/app,en,page,native,engineering/afrodraft/app.html,/engineering/afrodraft/app,AfroDraft CAD v7.0 — Professional 2D CAD | AfroTools,"Free browser-based 2D CAD drafting tool — an AutoCAD alternative for African engineers. Draw, dimension, annotate, and export to DXF/PDF/SVG.",AfroDraft CAD — Professional 2D Design for Africa,1,1,0,0,
/engineering/floor-planner/,en,page,native,engineering/floor-planner/index.html,/engineering/floor-planner/,Free Floor Planner Africa | House Plan Estimator & Construction BOQ Calculator | AfroTools,"Free floor planner for Africa: sketch rooms, load local templates, estimate materials, export builder packs, and create a construction BOQ.",Free Floor Planner for African Homes & Small Buildings,1,1,0,1,TITLE_LONG
/eq-guinea/gq-paye,en,country-tool,native,eq-guinea/gq-paye.html,/eq-guinea/gq-paye,Equatorial Guinea PAYE Calculator 2026 | AfroTools,"Equatorial Guinea PAYE calculator 2025/26. IRPF progressive 0%–35%, social security 4.5% employee + 21.5% employer. XAF currency. Free PDF.",Equatorial Guinea PAYE Calculator 2025/26,1,1,0,0,
/eq-guinea/gq-vat,en,country-tool,native,eq-guinea/gq-vat.html,/eq-guinea/gq-vat,"Equatorial Guinea VAT Calculator 2026: 15%, 5%, 0%","Calculate Equatorial Guinea IVA at 15%, or use the exact 2026 Budget Article 13 import tables for evidence-gated 5% and 0% estimates.",Equatorial Guinea IVA with exact 2026 import evidence,1,1,0,0,
/equatorial-guinea/,en,page,native,equatorial-guinea/index.html,/equatorial-guinea/,"Equatorial Guinea Tools — Tax, PDF, Currency & More","Free Equatorial Guinea tools. Tax calculators, PDF workspace, currency converter and more. Country-accurate for Equatorial Guinea. DGI compliant.",Equatorial Guinea Tools,1,1,0,0,
/eritrea/,en,page,native,eritrea/index.html,/eritrea/,"Eritrea Tools — Tax, PDF, Currency & More | AfroTools","Free Eritrea tools. Tax calculators, PDF workspace, currency converter and more. Country-accurate for Eritrea. IRD compliant.",Eritrea Tools,1,1,0,0,
/eritrea/er-paye,en,country-tool,native,eritrea/er-paye.html,/eritrea/er-paye,Eritrea Employment Income Tax Calculator | Statutory Reference,Estimate Eritrea monthly employment income tax from Proclamation 62/1994 and optionally model the public-sector pension rates in Proclamation 146/2005.,Employment Income Tax Calculator,1,1,0,0,
/eritrea/er-vat,en,country-tool,native,eritrea/er-vat.html,/eritrea/er-vat,"Eritrea Sales Tax Calculator: Historical 0%, 5%, 10%, 12% Reference | AfroTools","Calculate an evidence-matched Eritrea sales-tax reference at 0%, 5%, 10% or 12%. Not VAT; public source summary is as of December 2002.",Eritrea sales tax—without pretending it is VAT,1,1,0,1,TITLE_LONG
/eswatini/,en,page,native,eswatini/index.html,/eswatini/,"Eswatini Tools — Tax, PDF, Currency & More | AfroTools","Free Eswatini tools. Tax calculators, PDF workspace, currency converter and more. Country-accurate for Eswatini. SRA compliant.",Eswatini Tools,1,1,0,0,
/eswatini/sz-paye,en,country-tool,native,eswatini/sz-paye.html,/eswatini/sz-paye,Eswatini PAYE Calculator 2026 | ERS Tax Calculator & Net Pay | AfroTools,"Eswatini PAYE calculator 2025/26. ERS progressive tax 20%–33%, ENPF pension (5%+5%, capped E215/mo). Annual calculations per ERS bands. Free PDF download.",Eswatini PAYE Calculator 2025/26,1,1,0,1,TITLE_LONG
/eswatini/sz-vat,en,country-tool,native,eswatini/sz-vat.html,/eswatini/sz-vat,Eswatini VAT Calculator 2026: Add or Extract 15%,Calculate Eswatini VAT at the official 15% standard rate. The 0% path requires an exact current Second Schedule match and evidence.,Eswatini VAT with current official-source evidence,1,1,0,0,
/ethiopia/,en,page,native,ethiopia/index.html,/ethiopia/,"Ethiopia Tools — Tax, PDF, Currency & More | AfroTools","Free Ethiopia tools. Tax calculators, PDF workspace, currency converter and more. Country-accurate for Ethiopia. MoR compliant.",Ethiopia Tools,1,1,0,0,
/ethiopia/et-paye,en,country-tool,native,ethiopia/et-paye.html,/ethiopia/et-paye,Ethiopia PAYE Calculator 2026 | AfroTools,"Ethiopia PAYE calculator 2025/26. ERCA progressive tax 0%–35%, Employee Pension Fund 7% (tax-deductible), Employer 11%. Monthly calculations per ERCA bands. Free PDF download.",Ethiopia PAYE Calculator 2025/26,1,1,0,0,
/ethiopia/et-vat,en,country-tool,native,ethiopia/et-vat.html,/ethiopia/et-vat,Ethiopia VAT Calculator 2026: Add or Extract 15%,Calculate Ethiopia VAT at the official 15% rate. The 0% path requires an exact Schedule 1 match under Proclamation 1341/2024.,Ethiopia VAT with official 2024 law evidence,1,1,0,0,
/faq/,en,page,native,faq/index.html,/faq/,FAQ — Every Question About AfroTools Answered | AfroTools,"Answers on PAYE calculators, PDF tools, the currency converter, accounts, pricing, and privacy — free across all 54 African countries.",Frequently Asked Questions,1,1,0,0,
/fintech/,en,page,native,fintech/index.html,/fintech/,Fintech & Digital Banking Calculators for Africa - 32 Tools | AfroTools,"Fintech calculators for Africa. Compare planning estimates for fixed deposits, remittances, mobile money, microfinance loans, digital lending apps, payment gateways and bank fees.",Africa Fintech Calculators,1,1,0,1,TITLE_LONG
/for-accountants/,en,page,native,for-accountants/index.html,/for-accountants/,"AfroTools for Accountants | VAT, PAYE, Invoice, Tax Widgets","AfroTools commercial pilots for accounting firms: VAT, PAYE, invoice, tax calendar, import duty, widgets, sponsored tools, custom calculators, and API pilots.",Turn tax education pages into client-ready calculators.,1,1,0,0,
/for-fintechs/,en,page,native,for-fintechs/index.html,/for-fintechs/,"AfroTools for Fintechs | Fee, Loan, Remittance, FX, API Pilots","AfroTools commercial pilots for fintechs: fee, loan, remittance, savings, FX, affordability, widgets, sponsored tools, custom calculators, and API access.",Use calculators to explain money products before users sign up.,1,1,0,0,
/for-hr-payroll/,en,page,native,for-hr-payroll/index.html,/for-hr-payroll/,"AfroTools for HR and Payroll | PAYE, Payslip, Employer Cost Widgets","AfroTools commercial pilots for HR and payroll teams: PAYE, payslip, employer cost, leave, minimum wage, widgets, custom calculators, and API pilots.",Give employers practical payroll calculators before the sales call.,1,1,0,1,TITLE_LONG
/for-schools/,en,page,native,for-schools/index.html,/for-schools/,"AfroTools for Schools | Admissions, Fees, Grades, Scholarship Calculators","AfroTools commercial pilots for schools and edtech: admissions, grades, tuition, scholarship, school fees, widgets, custom calculators, media sponsorship, and API pilots.","Make admissions, fees, grades, and scholarships easier to act on.",1,1,0,1,TITLE_LONG
/fr/,fr,page,native,fr/index.html,/,Outils et calculateurs pour l’Afrique en français | AfroTools,"Calculateurs, documents, données et guides pour 54 pays africains : salaire, TVA, entreprise, agriculture, énergie et démarches, avec sources et limites visibles.","Le bon outil, pour le bon pays et la bonne décision.",1,1,0,0,
/fr/about/,fr,page,native,fr/about/index.html,/about/,À propos d’AfroTools | AfroTools,"Découvrez la mission, la méthode, les limites et les engagements d’AfroTools pour des outils africains utiles, vérifiables et respectueux de la vie privée.",À propos d’AfroTools,1,1,0,0,
/fr/advertise/,fr,page,native,fr/advertise/index.html,/advertise/,Publicité et partenariats sur AfroTools | AfroTools,"Proposez un pilote sponsorisé clairement identifié, mesurable et indépendant des calculs AfroTools.",Publicité et partenariats sur AfroTools,1,1,0,0,
/fr/agriculture/,fr,page,native,fr/agriculture/index.html,/agriculture/,Agriculture en français | AfroTools,"Hub français pour les outils agricoles AfroTools les plus utiles, avec liens vers les calculateurs prêts et limites de données clairement indiquées.",Un point d’entrée français pour les workflows agricoles AfroTools,1,1,0,0,
/fr/agriculture/cassava-processing/,fr,page,native,fr/agriculture/cassava-processing/index.html,/agriculture/cassava-processing/,Rentabilité de la transformation du manioc par pays | AfroTools,Choisissez un pays pour comparer les filières de transformation du manioc avec les coûts locaux maintenus.,Transformation du manioc,1,1,0,0,
/fr/agriculture/cassava-processing/angola,fr,page,native,fr/agriculture/cassava-processing/angola.html,/agriculture/cassava-processing/angola,Transformation du manioc — Angola | AfroTools,"Comparez coûts, rendement de conversion et bénéfice des filières manioc en Angola.",Transformation du manioc — Angola,1,1,0,0,
/fr/agriculture/cassava-processing/benin,fr,page,native,fr/agriculture/cassava-processing/benin.html,/agriculture/cassava-processing/benin,Transformation du manioc — Bénin | AfroTools,"Comparez coûts, rendement de conversion et bénéfice des filières manioc en Bénin.",Transformation du manioc — Bénin,1,1,0,0,
/fr/agriculture/cassava-processing/cameroon,fr,page,native,fr/agriculture/cassava-processing/cameroon.html,/agriculture/cassava-processing/cameroon,Transformation du manioc — Cameroun | AfroTools,"Comparez coûts, rendement de conversion et bénéfice des filières manioc en Cameroun.",Transformation du manioc — Cameroun,1,1,0,0,
/fr/agriculture/cassava-processing/cote-d-ivoire,fr,page,native,fr/agriculture/cassava-processing/cote-d-ivoire.html,/agriculture/cassava-processing/cote-d-ivoire,Transformation du manioc — Côte d’Ivoire | AfroTools,"Comparez coûts, rendement de conversion et bénéfice des filières manioc en Côte d’Ivoire.",Transformation du manioc — Côte d’Ivoire,1,1,0,0,
/fr/agriculture/cassava-processing/dr-congo,fr,page,native,fr/agriculture/cassava-processing/dr-congo.html,/agriculture/cassava-processing/dr-congo,Transformation du manioc — Congo-Kinshasa | AfroTools,"Comparez coûts, rendement de conversion et bénéfice des filières manioc en Congo-Kinshasa.",Transformation du manioc — Congo-Kinshasa,1,1,0,0,
/fr/agriculture/cassava-processing/ghana,fr,page,native,fr/agriculture/cassava-processing/ghana.html,/agriculture/cassava-processing/ghana,Transformation du manioc — Ghana | AfroTools,"Comparez coûts, rendement de conversion et bénéfice des filières manioc en Ghana.",Transformation du manioc — Ghana,1,1,0,0,
/fr/agriculture/cassava-processing/guinea,fr,page,native,fr/agriculture/cassava-processing/guinea.html,/agriculture/cassava-processing/guinea,Transformation du manioc — Guinée | AfroTools,"Comparez coûts, rendement de conversion et bénéfice des filières manioc en Guinée.",Transformation du manioc — Guinée,1,1,0,0,
/fr/agriculture/cassava-processing/madagascar,fr,page,native,fr/agriculture/cassava-processing/madagascar.html,/agriculture/cassava-processing/madagascar,Transformation du manioc — Madagascar | AfroTools,"Comparez coûts, rendement de conversion et bénéfice des filières manioc en Madagascar.",Transformation du manioc — Madagascar,1,1,0,0,
/fr/agriculture/cassava-processing/malawi,fr,page,native,fr/agriculture/cassava-processing/malawi.html,/agriculture/cassava-processing/malawi,Transformation du manioc — Malawi | AfroTools,"Comparez coûts, rendement de conversion et bénéfice des filières manioc en Malawi.",Transformation du manioc — Malawi,1,1,0,0,
/fr/agriculture/cassava-processing/mozambique,fr,page,native,fr/agriculture/cassava-processing/mozambique.html,/agriculture/cassava-processing/mozambique,Transformation du manioc — Mozambique | AfroTools,"Comparez coûts, rendement de conversion et bénéfice des filières manioc en Mozambique.",Transformation du manioc — Mozambique,1,1,0,0,
/fr/agriculture/cassava-processing/nigeria,fr,page,native,fr/agriculture/cassava-processing/nigeria.html,/agriculture/cassava-processing/nigeria,Transformation du manioc — Nigeria | AfroTools,"Comparez coûts, rendement de conversion et bénéfice des filières manioc en Nigeria.",Transformation du manioc — Nigeria,1,1,0,0,
/fr/agriculture/cassava-processing/sierra-leone,fr,page,native,fr/agriculture/cassava-processing/sierra-leone.html,/agriculture/cassava-processing/sierra-leone,Transformation du manioc — Sierra Leone | AfroTools,"Comparez coûts, rendement de conversion et bénéfice des filières manioc en Sierra Leone.",Transformation du manioc — Sierra Leone,1,1,0,0,
/fr/agriculture/cassava-processing/tanzania,fr,page,native,fr/agriculture/cassava-processing/tanzania.html,/agriculture/cassava-processing/tanzania,Transformation du manioc — Tanzanie | AfroTools,"Comparez coûts, rendement de conversion et bénéfice des filières manioc en Tanzanie.",Transformation du manioc — Tanzanie,1,1,0,0,
/fr/agriculture/cassava-processing/togo,fr,page,native,fr/agriculture/cassava-processing/togo.html,/agriculture/cassava-processing/togo,Transformation du manioc — Togo | AfroTools,"Comparez coûts, rendement de conversion et bénéfice des filières manioc en Togo.",Transformation du manioc — Togo,1,1,0,0,
/fr/agriculture/cassava-processing/uganda,fr,page,native,fr/agriculture/cassava-processing/uganda.html,/agriculture/cassava-processing/uganda,Transformation du manioc — Ouganda | AfroTools,"Comparez coûts, rendement de conversion et bénéfice des filières manioc en Ouganda.",Transformation du manioc — Ouganda,1,1,0,0,
/fr/agriculture/cocoa-tracker/,fr,page,native,fr/agriculture/cocoa-tracker/index.html,/agriculture/cocoa-tracker/,Calculateur rendement et prix du cacao africain | AfroTools,"Estimez rendement, rentabilité, primes de qualité et écart entre prix bord champ et export pour six pays producteurs.","Rendement, rentabilité et prix du cacao",1,1,0,0,
/fr/agriculture/coffee-calculator/,fr,page,native,fr/agriculture/coffee-calculator/index.html,/agriculture/coffee-calculator/,Calculateur du café africain | AfroTools,"Consultez les grades de huit origines africaines et estimez rendement, revenu, amélioration de qualité et coûts de traitement.","Grades, rendement et traitement du café",1,1,0,0,
/fr/agriculture/commodity-prices/,fr,page,native,fr/agriculture/commodity-prices/index.html,/agriculture/commodity-prices/,Prix des produits agricoles africains | AfroTools,"Consultez un instantané statique de prix agricoles, comparez les marchés et estimez une recette avec le moteur accepté.",Prix des produits agricoles,1,1,0,0,
/fr/agriculture/cooperative-calculator/,fr,page,native,fr/agriculture/cooperative-calculator/index.html,/agriculture/cooperative-calculator/,Calculateur de répartition coopérative | AfroTools,"Estimez un excédent, sa répartition et la distribution d’un membre avec le même moteur que la page anglaise.",Répartition de l’excédent coopératif,1,1,0,0,
/fr/agriculture/crop-insurance/,fr,page,native,fr/agriculture/crop-insurance/index.html,/agriculture/crop-insurance/,Assurance récolte — prime et part à charge | AfroTools,"Estimez une prime et une part à charge avec la formule générique acceptée, sans transformer les scénarios pays statiques en offres actuelles.",Estimer une prime d’assurance récolte,1,1,0,0,
/fr/agriculture/crop-rotation/,fr,page,native,fr/agriculture/crop-rotation/index.html,/agriculture/crop-rotation/,Planificateur de rotation des cultures | AfroTools,"Générez une rotation pluri-saison avec le moteur agronomique et les cultures du pays, en français et localement.",Planificateur de rotation des cultures,1,1,0,0,
/fr/agriculture/crop-yield/,fr,page,native,fr/agriculture/crop-yield/index.html,/agriculture/crop-yield/,Estimateurs de rendement agricole par pays | AfroTools,Choisissez parmi 54 référentiels pays pour estimer en français un rendement agricole avec le moteur AfroTools.,Estimateurs de rendement agricole,1,1,0,0,
